balance,lw_rev_total,lw_rev_phase,leaderboard_position_chems_all,leaderboard_position_chems_week,leaderboard_position_police_all,leaderboard_position_police_week,mcmmo_power_level,mcmmo_skill_ACROBATICS,mcmmo_skill_ALCHEMY,mcmmo_skill_ARCHERY,mcmmo_skill_AXES,mcmmo_skill_CROSSBOWS,mcmmo_skill_EXCAVATION,mcmmo_skill_FISHING,mcmmo_skill_HERBALISM,mcmmo_skill_MACES,mcmmo_skill_MINING,mcmmo_skill_REPAIR,mcmmo_skill_SALVAGE,mcmmo_skill_SMELTING,mcmmo_skill_SWORDS,mcmmo_skill_TAMING,mcmmo_skill_TRIDENTS,mcmmo_skill_UNARMED,mcmmo_skill_WOODCUTTING,chemrank,policerank,donorrank,goldrank,current_month_votes,plan_player_time_total_raw,plan_player_time_month_raw,plan_player_time_week_raw,plan_player_time_day_raw,plan_player_time_afk_raw,plan_player_latest_session_length_raw,plan_player_favorite_server,plan_player_lastseen,plan_player_sessions_count,plan_player_relativePlaytime_totalmonth,plan_player_relativePlaytime_weekmonth,plan_player_relativePlaytime_dayweek,active
209985.53,0,0,511,0,0,0,297, 27, 0, 0, 3, 0, 21, 2, 84, 0, 141, 5, 3, 73, 9, 0, 0, 0, 5,5,0,0,0,0,58469614,0,0,0,29978114,26698,Town,10193943,46,0.0,0.0,0.0,0
204618.58,0,0,382,0,0,0,29, 0, 0, 0, 0, 0, 2, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,4082264,0,0,0,211413,1763984,Spawn,9816903,8,0.0,0.0,0.0,0
203969.07,3259,0,476,0,0,0,451, 106, 0, 0, 17, 0, 0, 0, 103, 0, 217, 4, 2, 110, 0, 0, 0, 0, 4,3,0,0,0,0,52205147,49776990,0,0,240914,108903,Town,1419663,54,1.0487807117304602,0.0,0.0,0
202788.1,0,0,192,0,0,0,3388, 147, 182, 0, 26, 0, 330, 100, 1151, 0, 819, 21, 60, 420, 351, 0, 0, 0, 261,8,0,0,0,0,379735515,0,0,0,77510378,1067759,Town,9172923,355,0.0,0.0,0.0,0
200156.0,0,0,0,0,0,0,17, 3, 0, 0, 0, 0, 1, 0, 0, 0, 8, 0, 0, 4, 5, 0, 0, 0, 0,0,0,5,0,0,8871842,4345134,260983,23179,3141842,23179,Spawn,121680,50,2.0417878942283485,0.060063279981699066,0.08881421395263293,1
197900.0,0,0,0,0,0,0,16, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,5,0,0,0,7237652,0,0,0,0,1559013,Spawn,8397363,2,0.0,0.0,0.0,0
197544.54,0,0,389,0,0,0,97, 21, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,1,0,0,0,13096944,0,0,0,397599,1422819,Town,4191963,65,0.0,0.0,0.0,0
195816.3,0,0,642,0,0,0,278, 52, 0, 0, 0, 0, 20, 0, 128, 0, 60, 0, 0, 30, 3, 0, 0, 0, 15,4,0,0,0,0,29516630,0,0,0,5251710,83198,Town,10386723,28,0.0,0.0,0.0,0
194803.17,0,0,578,0,0,0,291, 9, 0, 0, 0, 0, 17, 0, 119, 0, 128, 0, 0, 64, 11, 0, 0, 0, 7,5,0,2,0,5,18974524,18974524,0,0,703487,171877,Town,2184303,39,1.0,0.0,0.0,0
220562.95,63876,63876,154,21,0,0,1669, 109, 0, 0, 22, 0, 174, 31, 601, 0, 533, 13, 22, 273, 185, 0, 0, 1, 0,8,0,1,0,14,442451663,149697329,149697329,45031435,243756445,441131,Underworld-A,95520,519,2.9556416667928658,1.0,0.30081655631945176,1
443544.0,432900,328900,479,0,0,0,479, 93, 0, 0, 0, 0, 13, 68, 173, 0, 92, 17, 42, 54, 20, 0, 0, 1, 2,3,0,0,0,0,370694704,47676520,5914684,139597,65527426,139597,Spawn,110820,351,7.775204733902559,0.12405863515206228,0.023601768074169305,1
193260.01,0,0,0,0,0,0,517, 18, 0, 0, 0, 0, 68, 0, 0, 0, 424, 0, 0, 212, 2, 0, 0, 0, 5,5,0,0,0,0,60478195,0,0,0,23447476,1039450,Town,8256003,51,0.0,0.0,0.0,0
189646.32,0,0,371,0,0,0,52, 0, 0, 0, 0, 0, 3, 0, 7, 0, 42, 0, 0, 21, 0, 0, 0, 0, 0,5,0,0,0,7,22227688,15535885,0,0,12850879,507377,Underworld-A,1952103,30,1.4307320117264,0.0,0.0,0
189367.78,0,0,321,0,0,0,51, 2, 0, 0, 0, 0, 3, 0, 0, 0, 41, 1, 0, 21, 0, 0, 0, 0, 4,7,0,0,0,0,8349447,0,0,0,1243453,1164170,Spawn,3818403,7,0.0,0.0,0.0,0
189316.62,0,0,303,0,0,0,2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,0,0,0,0,4124915,4124915,0,0,0,1245201,Spawn,2307003,10,1.0,0.0,0.0,0
468.69,0,0,212,20,0,0,571, 19, 0, 0, 0, 0, 39, 0, 37, 0, 444, 0, 0, 222, 31, 0, 0, 1, 0,8,0,1,0,11,58026465,58026469,58026474,19892522,16269836,44457,Underworld-A,82620,74,0.9999999310659416,1.0000000861675729,0.34281803853875387,1
188148.49,0,0,224,0,0,0,453, 51, 0, 0, 0, 0, 47, 0, 90, 0, 250, 7, 3, 128, 7, 0, 0, 0, 1,10,0,3,0,0,195317512,0,0,0,63024261,499160,Underworld-B,2865363,325,0.0,0.0,0.0,0
187412.75,0,0,305,0,0,0,890, 50, 0, 0, 2, 0, 86, 15, 290, 0, 271, 41, 28, 156, 52, 0, 0, 0, 83,7,0,0,0,0,104823628,0,0,0,4713954,158354,Town,5103363,81,0.0,0.0,0.0,0
187353.7,0,0,307,0,0,0,390, 59, 0, 0, 0, 0, 29, 0, 171, 0, 98, 0, 0, 49, 7, 0, 0, 0, 26,6,0,0,0,0,38036435,0,0,0,2232156,9986,Town,9878763,81,0.0,0.0,0.0,0
181364.71,0,0,442,0,0,0,151, 4, 25, 0, 14, 0, 13, 0, 6, 0, 71, 1, 0, 36, 2, 0, 0, 0, 15,8,0,0,0,0,12374327,790796,0,0,375982,780736,Town,2501643,13,15.647938279910369,0.0,0.0,0
180730.16,0,0,709,0,0,0,230, 3, 0, 0, 0, 0, 12, 97, 39, 0, 55, 2, 49, 28, 13, 2, 0, 0, 7,5,0,0,0,7,17639843,17639843,0,0,6371434,49693,Town,2127963,19,1.0,0.0,0.0,0
179722.04,0,0,387,0,22,0,203, 24, 0, 0, 0, 0, 4, 0, 0, 0, 118, 3, 1, 60, 54, 0, 0, 0, 0,4,0,4,0,0,108438836,866435,0,0,37463561,172044,Spawn,1077843,79,125.15518879084986,0.0,0.0,1
179499.16,0,0,46,0,44,0,7718, 592, 0, 0, 0, 0, 240, 117, 4515, 0, 2202, 0, 58, 1101, 50, 0, 0, 2, 0,79,0,5,0,0,3234158994,0,0,0,2545154258,29702,Underworld-A,3215043,1672,0.0,0.0,0.0,0
177972.11,0,0,339,0,0,0,281, 5, 0, 0, 0, 0, 1, 0, 166, 0, 99, 1, 0, 50, 8, 0, 0, 0, 1,6,0,0,0,0,33754482,0,0,0,3933717,1914772,Town,10019823,37,0.0,0.0,0.0,0
177078.95,0,0,669,0,0,0,542, 42, 0, 0, 5, 0, 10, 116, 11, 0, 103, 0, 58, 51, 18, 0, 0, 1, 236,5,0,0,0,0,87646953,0,0,0,19507090,1342084,Town,3503583,111,0.0,0.0,0.0,0
176170.87,0,0,454,0,0,0,300, 35, 0, 0, 2, 0, 20, 0, 193, 0, 39, 1, 0, 20, 7, 0, 0, 0, 3,2,0,0,0,0,12662710,12019954,0,0,367715,33156,Town,1780983,30,1.0534740815147878,0.0,0.0,0
175985.02,0,0,510,0,0,0,41, 17, 0, 0, 0, 0, 0, 0, 12, 0, 10, 1, 0, 5, 1, 0, 0, 0, 0,0,0,0,0,0,5346590,0,0,0,0,2869,Town,3158643,24,0.0,0.0,0.0,0
175724.76,0,0,468,0,64,0,1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,1,4,0,0,2558495,0,0,0,0,2088905,Spawn,7440363,4,0.0,0.0,0.0,0
169982.09,0,0,131,0,0,0,3044, 282, 246, 33, 15, 0, 243, 511, 1081, 0, 468, 11, 261, 239, 139, 9, 0, 2, 4,12,0,0,0,34,774581352,134930351,0,0,115796179,11511,Town,1686363,1218,5.7406013269764635,0.0,0.0,0
173296.06,0,0,263,0,0,0,343, 4, 0, 0, 0, 0, 63, 0, 80, 0, 183, 1, 0, 92, 11, 0, 0, 0, 1,7,0,0,0,0,102460070,0,0,0,52520509,80792,Underworld-B,5915043,71,0.0,0.0,0.0,0
170351.05,0,0,203,0,0,0,402, 172, 0, 0, 0, 0, 0, 0, 142, 0, 77, 0, 0, 38, 10, 0, 0, 0, 1,5,0,0,0,0,96577708,0,0,0,56843742,3068957,Spawn,8214723,60,0.0,0.0,0.0,0
169406.06,0,0,428,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2,0,0,0,0,3516759,2451072,0,0,1111711,2451072,Spawn,1854963,5,1.434784045511515,0.0,0.0,0
169281.57,0,0,319,0,0,0,57, 2, 0, 0, 0, 0, 13, 1, 7, 0, 32, 0, 0, 16, 1, 0, 0, 0, 1,7,0,0,0,0,35206426,160502,160502,0,13741799,160502,Town,444480,40,219.35194577014616,1.0,0.0,1
168131.81,0,0,477,0,0,0,328, 25, 2, 0, 7, 0, 39, 0, 120, 0, 117, 1, 0, 59, 1, 0, 0, 0, 16,3,0,0,0,0,45398351,0,0,0,3655117,318015,Town,8008683,33,0.0,0.0,0.0,0
167733.08,0,0,361,0,0,0,318, 25, 0, 0, 1, 0, 0, 0, 122, 0, 155, 4, 2, 79, 0, 0, 0, 0, 11,2,0,0,0,0,79292197,0,0,0,45751940,596241,Town,5189103,60,0.0,0.0,0.0,0
167306.14,0,0,123,0,0,0,2499, 22, 0, 0, 2, 0, 258, 137, 1997, 0, 5, 0, 68, 2, 78, 0, 0, 0, 0,9,0,5,0,0,239602511,0,0,0,147792305,546110,Underworld-A,5673663,269,0.0,0.0,0.0,0
166977.94,0,0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,0,5,0,0,1889267,0,0,0,0,1094662,Spawn,5514243,6,0.0,0.0,0.0,0
166661.21,0,0,363,0,0,0,16, 15, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0,4,0,0,0,0,5429393,1530661,0,0,0,32770,Spawn,1180323,15,3.5470904400125174,0.0,0.0,1
160882.62,0,0,465,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,0,0,0,0,2636818,0,0,0,0,289869,Spawn,10136583,7,0.0,0.0,0.0,0
160324.74,0,0,461,0,0,0,28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 14, 0, 0, 0, 0, 0,5,0,0,0,0,56883893,0,0,0,51154048,53083156,Spawn,7672443,13,0.0,0.0,0.0,0
158130.27,0,0,742,0,0,0,110, 3, 0, 0, 3, 0, 3, 0, 25, 0, 58, 1, 0, 29, 8, 0, 0, 0, 9,0,0,0,0,0,10601475,0,0,0,903135,5955,Town,4446423,28,0.0,0.0,0.0,0
158064.91,0,0,148,0,0,0,2146, 55, 0, 0, 0, 0, 165, 0, 1024, 0, 830, 0, 0, 415, 55, 0, 0, 0, 17,26,0,2,0,0,574800406,0,0,0,358601248,164972,Underworld-A,2596503,484,0.0,0.0,0.0,0
154435.12,999126,697866,195,37,0,0,1104, 31, 0, 0, 0, 0, 73, 0, 464, 0, 359, 0, 0, 179, 168, 0, 0, 0, 9,8,0,5,1,62,127269789,126746660,89829707,1977319,60531902,162298,Underworld-B,160800,123,1.0041273592534903,0.7087343129988593,0.022011860731105358,1
154038.48,0,0,0,0,43,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,5,0,0,0,4007642,0,0,0,395648,2560266,Spawn,10021143,2,0.0,0.0,0.0,0
152177.48,0,0,478,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,2,0,0,2747765,0,0,0,238399,316873,Spawn,5613063,14,0.0,0.0,0.0,0
152078.2,0,0,315,0,0,0,70, 15, 0, 0, 0, 0, 20, 0, 6, 0, 9, 0, 0, 4, 18, 0, 0, 0, 2,6,0,0,0,0,23338106,0,0,0,514210,32922,Spawn,4419183,83,0.0,0.0,0.0,0
151853.41,0,0,364,54,0,0,8, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,6,0,0,0,0,3023416,470532,470532,0,242248,470532,Spawn,499260,4,6.425526850458629,1.0,0.0,1
151066.12,123,0,0,0,0,0,8, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0,0,0,5,0,0,21214814,1048359,0,0,5219613,820809,Spawn,1146543,47,20.236211068918184,0.0,0.0,1
147987.71,0,0,189,0,0,0,1217, 66, 0, 0, 3, 0, 131, 62, 568, 0, 219, 1, 31, 110, 156, 0, 0, 0, 11,8,0,0,0,0,410053354,0,0,0,254671120,39157,Town,3649023,373,0.0,0.0,0.0,0
147715.42,0,0,470,0,0,0,307, 17, 0, 0, 7, 0, 39, 42, 88, 0, 18, 0, 21, 9, 64, 0, 0, 0, 32,6,0,0,0,0,42831915,0,0,0,1718703,1140260,Town,2684403,114,0.0,0.0,0.0,0
144207.68,597025,325824,249,32,0,0,873, 8, 0, 0, 0, 0, 0, 0, 647, 0, 149, 6, 3, 77, 5, 0, 0, 0, 58,10,0,5,0,55,263532776,263532776,187104105,0,209549236,93905,Underworld-A,459780,83,1.0,0.7099841918714506,0.0,1
146542.49,0,0,399,0,0,0,391, 68, 0, 1, 3, 0, 119, 0, 78, 0, 66, 0, 0, 33, 34, 0, 0, 1, 21,6,0,0,0,0,86322023,0,0,0,32635413,1458358,Town,5634123,150,0.0,0.0,0.0,0
146512.75,323917,146294,875,0,0,0,100, 3, 0, 0, 1, 0, 5, 0, 2, 0, 46, 0, 0, 23, 39, 0, 0, 0, 4,5,0,0,0,14,6430222,6430222,450818,0,0,178051,Town,547803,20,1.0,0.07010924350667831,0.0,1
143840.53,0,0,365,0,0,0,261, 17, 0, 17, 0, 0, 19, 0, 15, 0, 179, 2, 1, 90, 5, 0, 0, 0, 7,5,0,0,0,0,14859520,0,0,0,245203,1498701,Town,4783503,24,0.0,0.0,0.0,0
143260.0,0,0,0,0,0,0,3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0,2,0,0,0,0,99646512,0,0,0,97972301,20385747,Underworld-A,3900483,15,0.0,0.0,0.0,0
143248.36,0,0,396,0,0,0,83, 31, 0, 0, 0, 0, 6, 5, 10, 0, 24, 0, 2, 12, 1, 0, 0, 0, 6,5,0,0,0,0,12713519,0,0,0,0,197538,Town,9267663,15,0.0,0.0,0.0,0
142550.92,0,0,376,0,0,0,1205, 43, 0, 15, 1, 0, 24, 0, 320, 0, 636, 24, 12, 330, 139, 0, 0, 0, 3,9,0,0,0,0,241433307,0,0,0,82461659,4586830,Underworld-B,3047103,356,0.0,0.0,0.0,0
142532.8,0,0,368,0,0,0,261, 79, 25, 0, 0, 0, 48, 0, 80, 0, 14, 0, 0, 7, 9, 0, 0, 0, 6,7,0,0,0,0,90480252,0,0,0,30819394,2783463,Town,7507323,60,0.0,0.0,0.0,0
140748.64,9660,0,550,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,0,0,0,0,1414002,1414002,0,0,0,142260,Spawn,1235163,5,1.0,0.0,0.0,0
141664.68,0,0,459,0,0,0,88, 9, 0, 0, 0, 0, 20, 0, 2, 0, 57, 0, 0, 28, 0, 0, 0, 0, 0,0,0,0,0,0,35235095,3900483,0,0,21400086,682446,Town,2440683,11,9.033520976761084,0.0,0.0,0
139414.0,111600,111600,0,0,0,0,151, 10, 0, 0, 0, 0, 1, 0, 112, 0, 24, 0, 0, 12, 4, 0, 0, 0, 0,2,0,3,0,14,7459602,7459602,961253,0,0,633450,Town,442440,16,1.0,0.12886116444282147,0.0,1
138883.24,1555651,1420706,165,0,0,0,647, 37, 0, 0, 53, 0, 38, 84, 168, 0, 212, 2, 43, 107, 25, 0, 0, 0, 28,11,0,0,0,20,155059884,153894443,24025989,0,82705405,105692,Underworld-A,541083,167,1.007572989493844,0.15611992565579513,0.0,1
137412.07,0,0,598,0,45,0,9, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,4,0,0,0,6006175,0,0,0,606812,16136,Spawn,8921643,7,0.0,0.0,0.0,0
136686.45,0,0,661,0,0,0,823, 11, 0, 0, 0, 0, 56, 0, 126, 0, 629, 1, 0, 315, 0, 0, 0, 0, 0,5,0,0,0,0,81773766,25225,0,0,19834313,25225,Underworld-B,1572423,56,3241.774667988107,0.0,0.0,0
135394.55,0,0,612,0,0,0,256, 9, 0, 0, 0, 0, 21, 6, 63, 0, 140, 2, 4, 71, 13, 0, 0, 0, 2,3,0,0,0,0,39133171,0,0,0,0,1133812,Town,9845463,43,0.0,0.0,0.0,0
134133.07,0,0,386,0,0,0,47, 13, 0, 0, 0, 0, 3, 0, 1, 0, 27, 0, 0, 13, 1, 0, 0, 0, 2,6,0,0,0,0,6715037,6715037,0,0,264097,220023,Spawn,2280603,7,1.0,0.0,0.0,0
133185.97,0,0,724,75,0,0,6, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0,0,4,0,0,6,7491256,7491256,7491256,0,3427131,2058155,Spawn,470280,7,1.0,1.0,0.0,1
131168.88,0,0,597,0,0,0,694, 73, 0, 0, 1, 0, 111, 0, 114, 0, 280, 17, 8, 148, 46, 0, 0, 0, 52,5,0,0,0,0,110166942,0,0,0,27478488,28438,Town,5302803,35,0.0,0.0,0.0,0
130500.0,0,0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,83828472,0,0,0,0,15537926,Town,9034743,16,0.0,0.0,0.0,0
130042.01,0,0,405,0,0,0,763, 83, 12, 10, 0, 0, 101, 0, 59, 0, 413, 3, 1, 208, 78, 0, 0, 0, 4,3,0,0,0,0,65057673,0,0,0,6275434,251670,Town,7197243,108,0.0,0.0,0.0,0
128057.0,0,0,423,0,0,0,319, 11, 0, 0, 0, 0, 19, 0, 197, 0, 92, 0, 0, 46, 0, 0, 0, 0, 0,7,0,4,0,0,147731105,0,0,0,111030156,424385,Underworld-B,5912883,80,0.0,0.0,0.0,0
129536.95,0,0,434,0,0,0,346, 41, 0, 0, 0, 0, 44, 5, 87, 0, 113, 1, 3, 57, 14, 0, 0, 0, 41,0,0,4,0,0,24163450,0,0,0,7115739,290067,Town,9278043,33,0.0,0.0,0.0,0
128485.16,262632,0,587,0,0,0,33, 0, 0, 0, 1, 0, 2, 1, 14, 0, 15, 0, 0, 7, 0, 0, 0, 0, 0,4,0,0,0,14,80184171,80184171,0,0,66291294,1496228,Underworld-B,1135503,18,1.0,0.0,0.0,1
128000.0,0,0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,27946988,0,0,0,27640754,27759914,Town,7415043,2,0.0,0.0,0.0,0
127785.36,0,0,335,0,0,0,306, 9, 0, 0, 0, 0, 8, 74, 115, 0, 87, 1, 37, 44, 2, 0, 0, 0, 10,7,0,0,0,0,71434832,0,0,0,3649305,85286,Town,9420963,31,0.0,0.0,0.0,0
126698.93,0,0,311,0,0,0,357, 27, 0, 0, 0, 0, 49, 0, 239, 0, 30, 0, 0, 15, 7, 0, 0, 0, 5,6,0,0,0,0,35800452,0,0,0,1903339,4937,Town,4255623,89,0.0,0.0,0.0,0
126679.22,0,0,521,0,0,0,274, 2, 0, 0, 0, 0, 0, 0, 196, 0, 75, 0, 0, 37, 1, 0, 0, 0, 0,5,0,0,0,7,5771901,5729395,0,0,0,4071,Town,1321743,11,1.0074189334126902,0.0,0.0,0
126564.87,0,0,0,0,0,0,179, 1, 0, 0, 6, 0, 0, 8, 11, 0, 74, 1, 4, 37, 77, 0, 0, 0, 1,0,0,0,0,0,103417403,67068,0,0,98727504,41573,Town,1495923,18,1541.978335420767,0.0,0.0,0
126253.0,0,0,449,0,0,0,1080, 85, 0, 0, 0, 0, 104, 69, 211, 0, 356, 54, 61, 205, 83, 6, 0, 0, 112,8,0,0,0,0,114379669,0,0,0,2502008,73397,Town,4774023,149,0.0,0.0,0.0,0
125823.5,0,0,349,0,0,0,595, 15, 0, 0, 0, 0, 19, 0, 367, 0, 187, 1, 0, 94, 6, 0, 0, 0, 0,8,0,0,0,0,322065533,0,0,0,256664437,6859456,Town,5542263,121,0.0,0.0,0.0,0
124421.16,0,0,467,0,0,0,54, 0, 0, 0, 0, 0, 27, 0, 1, 0, 26, 0, 0, 13, 0, 0, 0, 0, 0,3,0,1,0,0,66877407,0,0,0,51612971,670368,Underworld-A,5952363,43,0.0,0.0,0.0,0
126871.1,0,0,493,0,0,0,645, 165, 1, 17, 8, 0, 67, 0, 7, 0, 148, 3, 1, 75, 227, 1, 0, 0, 1,3,0,0,0,0,226055420,1191915,1191915,1191915,131797777,850139,Town,91680,162,189.65733294739977,1.0,1.0,1
122896.74,0,0,518,0,0,0,354, 27, 0, 0, 1, 0, 19, 0, 110, 0, 180, 3, 1, 91, 14, 0, 0, 0, 0,2,0,0,0,0,23469755,0,0,0,2733286,6640414,Town,10538823,9,0.0,0.0,0.0,0
122183.18,0,0,208,0,0,0,191, 31, 59, 0, 0, 0, 1, 0, 5, 0, 64, 0, 0, 32, 30, 0, 0, 1, 0,10,0,0,0,0,21308650,0,0,0,1803846,331311,Spawn,3739203,38,0.0,0.0,0.0,0
122068.12,0,0,32,0,53,0,8252, 70, 0, 0, 1, 0, 451, 0, 6605, 0, 1066, 38, 19, 552, 0, 0, 0, 0, 21,27,0,5,0,0,1176244865,118357,0,0,398880914,13985,Underworld-A,1839003,2782,9938.109828738478,0.0,0.0,0
121122.06,0,0,429,0,0,0,165, 2, 0, 0, 2, 0, 11, 0, 46, 0, 88, 0, 0, 44, 0, 0, 0, 0, 16,6,0,0,0,0,14264902,0,0,0,0,408308,Town,8111523,16,0.0,0.0,0.0,0
120349.8,0,0,353,0,0,0,366, 28, 0, 0, 0, 0, 24, 0, 95, 0, 185, 2, 1, 93, 21, 0, 0, 0, 11,6,0,1,0,0,23573518,0,0,0,0,101169,Town,9256383,21,0.0,0.0,0.0,0
119950.08,86000,0,499,0,0,0,911, 108, 0, 1, 4, 1, 52, 5, 143, 0, 424, 46, 25, 235, 91, 0, 0, 0, 36,6,0,0,0,14,130913967,130913967,0,0,55047406,4635015,Town,1119363,72,1.0,0.0,0.0,1
119571.87,0,0,713,0,0,0,321, 2, 0, 0, 0, 0, 56, 0, 78, 0, 171, 2, 1, 86, 10, 0, 0, 0, 2,4,0,0,0,0,30687208,0,0,0,4606579,412385,Town,5482503,27,0.0,0.0,0.0,0
117087.73,0,0,357,0,0,0,104, 2, 0, 0, 0, 0, 10, 0, 28, 0, 60, 0, 0, 30, 2, 0, 0, 0, 2,7,0,0,0,0,16113549,0,0,0,2651383,611054,Town,2709483,26,0.0,0.0,0.0,0
115449.26,0,0,641,0,0,0,197, 1, 0, 0, 0, 0, 0, 0, 53, 0, 140, 0, 0, 70, 3, 0, 0, 0, 0,6,0,0,0,0,15694244,0,0,0,1362735,1301891,Underworld-A,9517683,29,0.0,0.0,0.0,0
115041.34,0,0,683,0,0,0,8, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 1, 0,2,0,0,0,0,2418483,0,0,0,0,2418483,Spawn,5169543,1,0.0,0.0,0.0,0
114927.22,0,0,49,0,0,0,5026, 270, 0, 0, 1, 0, 402, 554, 2234, 0, 1255, 22, 288, 638, 288, 0, 0, 0, 0,78,0,1,0,0,1720417824,17592054,17592054,0,605437709,17592054,Underworld-B,503220,2536,97.79516502166263,1.0,0.0,1
114405.22,0,0,512,0,0,0,587, 65, 0, 0, 0, 0, 38, 0, 94, 0, 258, 5, 2, 131, 88, 0, 0, 0, 39,5,0,0,0,0,55272189,0,0,0,3915540,49311,Town,3637803,44,0.0,0.0,0.0,0
113727.38,0,0,0,0,39,0,12, 11, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,6,0,0,0,13613201,0,0,0,0,170055,Spawn,9933243,11,0.0,0.0,0.0,0
120268.92,0,0,378,49,0,0,21, 7, 0, 0, 5, 0, 3, 0, 0, 0, 6, 0, 0, 3, 0, 0, 0, 0, 0,6,0,0,0,7,4115410,4115410,4115410,2546342,0,2519547,Spawn,110940,10,1.0,1.0,0.6187334919242554,1
112320.45,0,0,433,0,0,0,152, 34, 0, 0, 12, 0, 13, 0, 23, 0, 41, 1, 0, 21, 28, 0, 0, 0, 0,0,0,0,0,0,15544661,0,0,0,0,2069,Town,5059083,35,0.0,0.0,0.0,0
111551.67,0,0,404,0,0,0,30, 20, 0, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 1, 2, 0, 0, 0, 0,9,0,0,0,0,4230298,0,0,0,0,31710,Spawn,4965903,11,0.0,0.0,0.0,0
111175.31,0,0,327,0,0,0,87, 14, 0, 0, 1, 0, 45, 0, 2, 0, 21, 0, 0, 10, 0, 0, 0, 0, 4,6,0,0,0,0,16151003,0,0,0,477619,252195,Town,9245763,30,0.0,0.0,0.0,0
110775.61,0,0,0,0,0,0,238, 7, 0, 0, 1, 0, 77, 0, 35, 0, 56, 0, 0, 28, 57, 0, 0, 0, 5,6,0,0,0,0,16106511,0,0,0,1758672,475357,Town,8097423,20,0.0,0.0,0.0,0
110703.59,0,0,469,0,0,0,103, 6, 0, 0, 0, 0, 17, 0, 43, 0, 30, 1, 0, 15, 1, 0, 0, 0, 5,4,0,0,0,0,8505655,0,0,0,861429,25963,Town,8167503,12,0.0,0.0,0.0,0
110000.0,0,0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,710432,0,0,0,0,452266,Town,6852603,2,0.0,0.0,0.0,0
109401.0,0,0,0,0,0,0,46, 10, 0, 0, 0, 0, 11, 0, 1, 0, 19, 0, 0, 9, 4, 0, 0, 0, 1,3,0,0,0,0,4290726,0,0,0,0,914815,Town,7140663,11,0.0,0.0,0.0,0
108887.97,0,0,538,0,0,0,33, 3, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0,2,0,3,0,0,3308202,25767,0,0,0,25767,Spawn,2556243,16,128.38910234020258,0.0,0.0,0
108738.3,0,0,472,0,0,0,80, 11, 0, 0, 0, 0, 0, 0, 2, 0, 67, 0, 0, 33, 0, 0, 0, 0, 0,2,0,0,1,0,9251732,1767474,0,0,2621962,605139,Underworld-B,2113743,19,5.234437394835794,0.0,0.0,0
