 mcmmo_power_level, mcmmo_skill_ACROBATICS, mcmmo_skill_ALCHEMY, mcmmo_skill_ARCHERY, mcmmo_skill_AXES, mcmmo_skill_CROSSBOWS, mcmmo_skill_EXCAVATION, mcmmo_skill_FISHING, mcmmo_skill_HERBALISM, mcmmo_skill_MACES, mcmmo_skill_MINING, mcmmo_skill_REPAIR, mcmmo_skill_SALVAGE, mcmmo_skill_SMELTING, mcmmo_skill_SWORDS, mcmmo_skill_TAMING, mcmmo_skill_TRIDENTS, mcmmo_skill_UNARMED, mcmmo_skill_WOODCUTTING, lw_rev_total, lw_rev_phase, chemrank, policerank, donorrank, goldrank, current_month_votes, plan_player_time_total_raw, plan_player_time_month_raw, plan_player_time_week_raw, plan_player_time_day_raw, plan_player_time_afk_raw, plan_player_latest_session_length_raw, plan_player_favorite_server, plan_player_lastseen, plan_player_sessions_count, leaderboard_position_chems_all, leaderboard_position_chems_week, leaderboard_position_police_all, leaderboard_position_police_week, balance,churn
508,48.0,0.0,0.0,0.0,0.0,39.0,0.0,102.0,0.0,307.0,2.0,1.0,154.0,6.0,0.0,0.0,0.0,4.0,354745.0,42207.0,7,0,0,0,13,43845219,22867670,19972804,0,1002964,68550,Town,107760,116,331,0,0,0,215002.11,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,35879,0,0,0,0,35879,Spawn,7780380,1,0,0,0,0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,170772,0,0,0,0,170772,Spawn,8000460,1,0,0,0,0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,339837,339837,0,0,0,339837,Spawn,1216020,1,0,0,0,0,0.0,1
164,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,151.0,0.0,0.0,75.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,7,0,0,0,17,16752106,16752106,0,0,500140,1570722,Spawn,1825200,16,284,0,0,0,1058.17,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,178512,0,0,0,0,31638,Spawn,5027640,6,0,0,0,0,10000.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,362842,0,0,0,0,128866,Spawn,8013960,2,0,0,0,0,500.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,188884,0,0,0,0,188884,Spawn,3269940,1,0,0,0,0,10000.0,1
10354,766.0,316.0,255.0,5.0,0.0,955.0,953.0,3509.0,92.0,1486.0,1057.0,1005.0,1271.0,722.0,3.0,0.0,2.0,233.0,1658380.0,623157.0,66,0,5,1,35,3327821478,19523320,218413,218413,2546572419,164382,Underworld-B,113940,2847,47,0,0,0,31062071.6,0
5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,824021,0,0,0,0,123893,Town,2604900,7,0,0,0,0,5000.0,1
8227,419.0,358.0,115.0,23.0,0.0,151.0,871.0,4992.0,128.0,595.0,56.0,463.0,325.0,440.0,0.0,0.0,79.0,0.0,12168486.85,6439514.475,142,0,4,0,116,1594061555,1306543496,304556283,24559762,482609147,2373234,Underworld-B,83280,2701,26,10,0,0,555374.03,0
2654,256.0,227.0,33.0,15.0,0.0,206.0,283.0,1029.0,0.0,443.0,10.0,146.0,226.0,137.0,9.0,0.0,2.0,4.0,0.0,0.0,11,0,0,1,109,639475402,639475402,128818610,7604391,59722909,23234,Town,102960,769,138,36,0,0,74291.93,0
3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,970881,0,0,0,0,17746,Town,3028560,13,0,0,0,0,10000.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,955526,955526,0,0,0,457718,Spawn,1912920,2,0,0,0,0,5500.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,3240662,3240662,0,0,0,52228,Spawn,1182240,32,318,0,0,0,39713.14,0
256,9.0,0.0,0.0,0.0,0.0,21.0,6.0,63.0,0.0,140.0,2.0,4.0,71.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,3,0,0,0,0,39133171,0,0,0,0,1133812,Town,7079880,43,528,0,0,0,135394.55,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,64619,64619,59840,0,0,59840,Spawn,467340,2,0,0,0,0,0.0,0
51,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,41.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7,0,0,0,0,8349447,8349447,0,0,1243453,1164170,Spawn,1052820,7,282,0,0,0,189367.78,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,2192717,2192717,0,0,182956,608423,Spawn,1650960,3,0,0,0,0,80000.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6648,0,0,0,0,6648,Spawn,7204980,1,0,0,0,0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,75807,0,0,0,0,75807,Spawn,8001300,1,0,0,0,0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,146175,146175,0,0,0,3826,Spawn,1317240,4,0,0,0,0,0.0,1
13044,898.0,0.0,130.0,38.0,0.0,404.0,1671.0,7725.0,200.0,1002.0,13.0,842.0,507.0,660.0,0.0,0.0,1.0,302.0,19441528.853,1070821.0,143,143,4,1,28,5174506318,506294149,253741055,404664,3361009232,404664,Underworld-B,106020,4062,8,0,6,0,2858677.35,0
1268,366.0,0.0,0.0,21.0,0.0,205.0,8.0,166.0,0.0,343.0,7.0,7.0,175.0,135.0,0.0,0.0,0.0,17.0,857828.0,519029.0,11,0,0,0,0,522789009,4107342,320056,0,29815809,130868,Town,102480,1027,355,0,12,0,159587.95,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1212386,0,0,0,184591,33602,Spawn,8018940,23,0,0,0,0,0.0,1
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2149644,0,0,0,258789,714114,Spawn,2592540,4,0,0,0,0,1940.0,1
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0,0,0,0,1489595,0,0,0,0,442671,Spawn,7965420,2,0,0,0,0,3000.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,191346,191346,0,0,0,191346,Spawn,1238280,1,0,0,0,0,0.0,1
96,0.0,0.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,73.0,0.0,0.0,36.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0,0,0,0,7997736,0,0,0,235716,105802,Town,3282120,15,0,0,0,0,5000.0,1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,590121,0,0,0,0,332993,Town,6071400,3,0,0,0,0,0.0,1
3779,81.0,0.0,0.0,1.0,0.0,132.0,0.0,2366.0,0.0,1169.0,1.0,0.0,585.0,0.0,0.0,0.0,0.0,29.0,90932.0,9900.0,11,0,5,0,0,847545709,0,0,0,572311958,29930,Underworld-B,2729700,630,124,0,0,0,822805.29,1
30,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,800105,0,0,0,0,47760,Town,2675040,6,0,0,0,0,1000.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,626319,0,0,0,0,626319,Spawn,7302600,1,0,0,0,0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,58337,58337,0,0,0,58337,Spawn,734400,1,0,0,0,0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109500.0,0.0,0,0,0,0,0,1910222,0,0,0,0,185298,Spawn,3282540,4,0,0,0,0,469782.0,1
54,0.0,0.0,0.0,0.0,0.0,27.0,0.0,1.0,0.0,26.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,66877407,0,0,0,51612971,670368,Underworld-A,3186780,43,409,0,0,0,124421.16,1
5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,1742561,0,0,0,0,465425,Spawn,6925380,4,0,0,0,0,10500.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,367829,0,0,0,0,367829,Spawn,4453980,1,0,0,0,0,10000.0,1
174,40.0,0.0,0.0,0.0,3.0,2.0,0.0,19.0,0.0,75.0,1.0,0.0,38.0,15.0,0.0,0.0,0.0,19.0,0.0,0.0,0,0,0,0,0,17961114,0,0,0,0,283237,Town,6230340,13,660,0,0,0,45848.84,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,731602,0,0,0,0,283010,Spawn,2990400,2,0,0,0,0,0.0,1
3170,366.0,0.0,0.0,12.0,0.0,320.0,81.0,773.0,0.0,1058.0,41.0,61.0,549.0,469.0,0.0,0.0,0.0,50.0,0.0,0.0,12,0,3,0,0,1750569416,0,0,0,1280625290,166941,Underworld-B,4761780,1348,85,0,0,0,5500290.0,1
2300,137.0,38.0,9.0,137.0,0.0,127.0,138.0,752.0,0.0,655.0,117.0,127.0,386.0,162.0,0.0,0.0,2.0,26.0,1429294.0,136910.0,14,0,3,0,114,712265854,489115860,115002808,16356307,392115563,11554620,Underworld-A,86160,979,95,16,0,0,233807.71,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,194180,194180,0,0,0,194180,Spawn,829860,1,0,0,0,0,0.0,0
98,4.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,70.0,1.0,0.0,35.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,3477997,3477997,0,0,189001,2648233,Town,2244780,2,0,0,0,0,10000.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,232.0,0,0,0,0,0,276422,0,0,0,0,276422,Spawn,2796420,1,685,0,0,0,1193.56,1
35,5.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,21.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,90972.0,90972.0,0,0,4,0,0,2945135,176025,0,0,461204,176025,Town,2547360,12,0,0,0,0,41579.2,1
1516,138.0,0.0,0.0,0.0,0.0,210.0,162.0,370.0,0.0,619.0,0.0,81.0,309.0,17.0,0.0,0.0,0.0,0.0,248908.0,248908.0,5,0,4,0,0,179392498,0,0,0,45077986,3701750,Underworld-B,2602740,161,285,0,0,0,720.15,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,394142,394142,394142,0,0,394142,Spawn,145500,1,801,0,0,0,10048.42,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,232387,0,0,0,0,232387,Spawn,5853360,1,0,0,0,0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,613660,0,0,0,436782,493640,Spawn,7698540,3,0,0,0,0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,62852,0,0,0,0,11724,Spawn,2650800,2,0,0,0,0,0.0,1
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,467818,467818,0,0,0,74446,Spawn,744420,2,711,0,0,0,308.74,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,693312,0,0,0,0,595877,Spawn,8085480,2,0,0,0,0,1.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5136,5136,5136,0,0,5136,Spawn,448740,1,0,0,0,0,0.0,0
35,12.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,6.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,2,0,0,0,0,2424562,0,0,0,0,1402495,Town,7802880,4,0,0,0,0,0.0,1
186,10.0,0.0,0.0,0.0,0.0,29.0,0.0,46.0,0.0,88.0,0.0,0.0,44.0,6.0,0.0,0.0,0.0,7.0,7627.0,0.0,4,0,0,0,0,24860193,436176,0,0,3993308,221321,Town,1681380,18,500,0,0,0,60613.83,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,184971,0,0,0,0,184971,Spawn,3928380,1,0,0,0,0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,715856,0,0,0,0,715856,Spawn,8016240,1,0,0,0,0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,678922,678922,678922,0,0,106417,Spawn,171180,3,0,0,0,0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,350482,0,0,0,0,109688,Spawn,7932660,2,0,0,0,0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,992,0,0,0,0,436,Spawn,4858080,2,0,0,0,0,0.0,1
2845,798.0,0.0,12.0,33.0,0.0,176.0,233.0,1.0,0.0,1114.0,82.0,157.0,598.0,392.0,0.0,0.0,4.0,0.0,2614739.75,0.0,143,0,3,0,0,2177319337,0,0,0,981130886,84729,Spawn,3231780,1100,11,0,14,0,25769.6,1
44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1067191,0,0,0,0,127230,Spawn,4963020,5,633,0,0,0,5603.85,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,431191,0,0,0,272520,431191,Spawn,6468600,1,0,0,0,0,10000.0,1
377,41.0,0.0,0.0,3.0,0.0,9.0,0.0,191.0,0.0,105.0,0.0,0.0,52.0,26.0,0.0,0.0,1.0,1.0,0.0,0.0,7,0,0,0,0,63767622,57156,57156,0,12276502,57156,Town,92220,108,286,0,0,0,244381.86,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,125544,0,0,0,0,86120,Town,5603580,2,0,0,0,0,0.0,1
5028,312.0,236.0,0.0,2.0,0.0,762.0,148.0,2401.0,0.0,673.0,177.0,162.0,425.0,171.0,0.0,0.0,0.0,146.0,3900169.25,752750.0,28,0,5,0,120,2520754970,647363353,85417289,8192140,1909662439,2784151,Underworld-A,116340,2671,49,46,0,0,12684890.05,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,77199,0,0,0,0,77199,Spawn,5983680,1,0,0,0,0,0.0,1
1592,55.0,81.0,0.0,12.0,0.0,122.0,30.0,712.0,0.0,477.0,62.0,46.0,269.0,41.0,0.0,0.0,0.0,0.0,2472869.0,802084.0,10,0,0,0,7,365792379,6235314,0,0,155256114,373432,Underworld-B,2024640,506,122,0,0,0,79542.01,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,33048,33048,33048,0,0,33048,Spawn,100920,1,0,0,0,0,0.0,0
46,10.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,19.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,0,0,4290726,0,0,0,0,914815,Town,4375080,11,0,0,0,0,109401.0,1
120,12.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,2,0,0,113757019,113757019,806243,0,98886017,806243,Spawn,131280,25,295,0,0,0,431514.35,0
373,6.0,7.0,0.0,0.0,0.0,10.0,0.0,130.0,0.0,213.0,1.0,0.0,107.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,41948890,0,0,0,14359443,61960,Underworld-A,7913820,33,0,0,0,0,524.94,1
7755,836.0,10.0,40.0,79.0,0.0,354.0,670.0,4034.0,0.0,1162.0,72.0,371.0,617.0,274.0,0.0,0.0,2.0,222.0,3106204.1,1192307.1,115,0,4,1,142,6251754076,1882858456,444455461,87616502,4851811231,6285780,Underworld-B,79140,3063,32,0,0,0,903.12,0
191,3.0,0.0,0.0,0.0,0.0,4.0,0.0,86.0,0.0,96.0,2.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,30253700,244791,0,0,9373227,183163,Underworld-A,769440,37,401,0,0,0,48312.16,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2008374,0,0,0,0,918922,Underworld-B,3544320,6,0,0,0,0,500.0,1
885,154.0,138.0,0.0,0.0,0.0,65.0,41.0,32.0,0.0,322.0,3.0,22.0,162.0,100.0,0.0,0.0,0.0,30.0,0.0,0.0,4,0,3,0,0,119904474,0,0,0,32263736,416300,Town,6874080,123,0,0,0,0,249994.93,1
5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,1148308,1148308,1148308,0,0,848985,Town,105720,2,0,0,0,0,500.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,578666,0,0,0,0,58544,Underworld-A,7034640,3,0,0,0,0,0.0,1
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,692457,0,0,0,0,60287,Town,3977100,6,0,0,0,0,46500.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,425331,425331,0,0,0,425331,Spawn,1294260,1,0,0,0,0,7500.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,20673,0,0,0,0,20673,Spawn,7877160,1,0,0,0,0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,847469,0,0,0,0,433340,Town,3921840,2,761,0,0,0,10094.91,1
37,3.0,0.0,0.0,0.0,0.0,4.0,4.0,9.0,0.0,13.0,0.0,2.0,6.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0,0,0,0,10255403,0,0,0,1687105,101418,Town,5108340,16,674,0,0,0,9251.05,1
114,18.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,48.0,0.0,0.0,24.0,20.0,0.0,0.0,0.0,18.0,0.0,0.0,4,0,4,0,0,17301332,0,0,0,8254214,915348,Town,5858280,14,480,0,0,0,213158.06,1
381,5.0,0.0,0.0,0.0,0.0,33.0,0.0,21.0,0.0,322.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0,0,77667965,0,0,0,40877837,15879,Underworld-B,3740760,75,205,0,0,0,1224.96,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,227575,0,0,0,0,227575,Spawn,4475220,1,0,0,0,0,0.0,1
754,36.0,0.0,0.0,3.0,0.0,104.0,0.0,175.0,0.0,350.0,4.0,2.0,177.0,41.0,0.0,0.0,0.0,41.0,0.0,0.0,8,0,0,0,21,195593782,195593782,195593782,48761374,121684355,2062213,Town,113100,185,224,34,0,0,535058.41,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,136290,136290,0,0,0,27457,Spawn,1317180,3,0,0,0,0,0.0,1
30,2.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,13.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5114164,0,0,0,370752,1929988,Town,7426980,8,0,0,0,0,15000.0,1
342,39.0,0.0,1.0,0.0,0.0,10.0,0.0,30.0,0.0,186.0,1.0,0.0,93.0,58.0,0.0,0.0,0.0,17.0,0.0,0.0,0,0,0,0,0,31055245,0,0,0,560001,303120,Town,5059320,30,0,0,0,0,104682.0,1
2195,25.0,0.0,0.0,0.0,0.0,0.0,1165.0,419.0,0.0,81.0,357.0,761.0,219.0,148.0,0.0,0.0,0.0,0.0,1407067.0,188920.0,26,0,5,0,6,323409644,9729146,4210773,0,54003216,132522,Spawn,133320,1171,125,0,0,0,2164908.06,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,312089,0,0,0,0,72990,Spawn,5236020,2,0,0,0,0,0.0,1
5553,643.0,13.0,181.0,6.0,0.0,902.0,585.0,88.0,0.0,1112.0,215.0,400.0,663.0,1538.0,0.0,0.0,100.0,170.0,985612.0,386523.0,0,0,5,1,59,381195410,342572794,96716339,28351746,98474009,11744,Town,79020,351,564,0,40,0,11001867.91,0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,563540,0,0,0,0,269131,Spawn,4337220,3,0,0,0,0,10000.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,50848,50848,0,0,0,50848,Spawn,2001900,1,0,0,0,0,10000.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,136887,0,0,0,0,77356,Spawn,4974780,2,788,0,0,0,139.97,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,476544,476544,0,0,0,476544,Spawn,1275660,1,0,0,0,0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,576579,0,0,0,0,1987,Spawn,5090400,6,0,0,0,0,0.0,1
56,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,42.0,0.0,0.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2302210,0,0,0,0,1959062,Town,8067360,4,0,0,0,0,9000.0,1
