balance,lw_rev_total,lw_rev_phase,leaderboard_position_chems_all,leaderboard_position_chems_week,leaderboard_position_police_all,leaderboard_position_police_week,mcmmo_power_level,mcmmo_skill_ACROBATICS,mcmmo_skill_ALCHEMY,mcmmo_skill_ARCHERY,mcmmo_skill_AXES,mcmmo_skill_CROSSBOWS,mcmmo_skill_EXCAVATION,mcmmo_skill_FISHING,mcmmo_skill_HERBALISM,mcmmo_skill_MACES,mcmmo_skill_MINING,mcmmo_skill_REPAIR,mcmmo_skill_SALVAGE,mcmmo_skill_SMELTING,mcmmo_skill_SWORDS,mcmmo_skill_TAMING,mcmmo_skill_TRIDENTS,mcmmo_skill_UNARMED,mcmmo_skill_WOODCUTTING,chemrank,policerank,donorrank,goldrank,current_month_votes,plan_player_time_total_raw,plan_player_time_month_raw,plan_player_time_week_raw,plan_player_time_day_raw,plan_player_time_afk_raw,plan_player_latest_session_length_raw,plan_player_favorite_server,plan_player_lastseen,plan_player_sessions_count
136677.57,0.0,0.0,601,0,0,0,823, 11, 0, 0, 0, 0, 56, 0, 126, 0, 629, 1, 0, 315, 0, 0, 0, 0, 0,5,0,0,0,0,81748541,0,0,0,19834313,38069,Underworld-B,4264268,55
135394.55,0.0,0.0,555,0,0,0,256, 9, 0, 0, 0, 0, 21, 6, 63, 0, 140, 2, 4, 71, 13, 0, 0, 0, 2,3,0,0,0,0,39133171,0,0,0,0,1133812,Town,7947308,43
134133.07,0.0,0.0,352,0,0,0,47, 13, 0, 0, 0, 0, 3, 0, 1, 0, 27, 0, 0, 13, 1, 0, 0, 0, 2,6,0,0,0,0,6715037,6715037,6715037,0,264097,220023,Spawn,382440,7
131168.88,0.0,0.0,543,0,0,0,694, 73, 0, 0, 1, 0, 111, 0, 114, 0, 280, 17, 8, 148, 46, 0, 0, 0, 52,5,0,0,0,0,110166942,0,0,0,27478488,28438,Town,3404648,35
130500.0,0.0,0.0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,83828472,0,0,0,0,15537926,Town,7136588,16
130042.01,0.0,0.0,369,0,0,0,763, 83, 12, 10, 0, 0, 101, 0, 59, 0, 413, 3, 1, 208, 78, 0, 0, 0, 4,3,0,0,0,0,65057673,0,0,0,6275434,251670,Town,5299088,108
129536.95,0.0,0.0,398,0,0,0,346, 41, 0, 0, 0, 0, 44, 5, 87, 0, 113, 1, 3, 57, 14, 0, 0, 0, 41,0,0,4,0,0,24163450,0,0,0,7115739,290067,Town,7379888,33
104712.65,0.0,0.0,204,33,0,0,1726, 323, 0, 0, 1, 0, 212, 161, 392, 0, 411, 4, 82, 207, 159, 13, 0, 1, 49,12,0,0,0,0,422933304,422933304,119898872,8050010,102878475,853445,Town,98100,322
128000.0,0.0,0.0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,27946988,0,0,0,27640754,27759914,Town,5516888,2
127776.93,0.0,0.0,284,0,0,0,357, 27, 0, 0, 0, 0, 49, 0, 239, 0, 30, 0, 0, 15, 7, 0, 0, 0, 5,6,0,0,0,0,35800452,4937,0,0,1903339,4937,Town,2357468,89
127785.36,0.0,0.0,305,0,0,0,306, 9, 0, 0, 0, 0, 8, 74, 115, 0, 87, 1, 37, 44, 2, 0, 0, 0, 10,7,0,0,0,0,71434832,0,0,0,3649305,85286,Town,7522808,31
126544.18,0.0,0.0,0,0,0,0,179, 1, 0, 0, 6, 0, 0, 8, 11, 0, 74, 1, 4, 37, 77, 0, 0, 0, 1,0,0,0,0,0,103350335,11222,0,0,98727504,11222,Town,1564268,16
126253.0,27583.0,27583.0,412,0,0,0,1080, 85, 0, 0, 0, 0, 104, 69, 211, 0, 356, 54, 61, 205, 83, 6, 0, 0, 112,8,0,0,0,0,114379669,0,0,0,2502008,73397,Town,2875868,149
125823.5,581127.0,0.0,319,0,0,0,595, 15, 0, 0, 0, 0, 19, 0, 367, 0, 187, 1, 0, 94, 6, 0, 0, 0, 0,8,0,0,0,0,322065533,0,0,0,256664437,6859456,Town,3644108,121
124421.16,0.0,0.0,428,0,0,0,54, 0, 0, 0, 0, 0, 27, 0, 1, 0, 26, 0, 0, 13, 0, 0, 0, 0, 0,3,0,1,0,0,66877407,0,0,0,51612971,670368,Underworld-A,4054208,43
124371.1,0.0,0.0,451,0,0,0,644, 164, 1, 17, 8, 0, 67, 0, 7, 0, 148, 3, 1, 75, 227, 1, 0, 0, 1,3,0,0,0,0,224863505,0,0,0,131797777,1391352,Town,7531568,156
120078.91,0.0,0.0,0,0,0,0,125, 27, 0, 0, 0, 0, 0, 0, 0, 0, 90, 5, 2, 47, 3, 0, 0, 0, 0,0,0,0,0,0,27835643,0,0,0,3148875,450681,Underworld-B,8786588,12
122896.74,0.0,0.0,472,0,0,0,354, 27, 0, 0, 1, 0, 19, 0, 110, 0, 180, 3, 1, 91, 14, 0, 0, 0, 0,2,0,0,0,0,23469755,0,0,0,2733286,6640414,Town,8640668,9
122183.18,0.0,0.0,194,0,0,0,191, 31, 59, 0, 0, 0, 1, 0, 5, 0, 64, 0, 0, 32, 30, 0, 0, 1, 0,10,0,0,0,0,21308650,21308650,0,0,1803846,331311,Spawn,1841048,38
122068.12,111185.0,0.0,28,0,53,0,8252, 70, 0, 0, 1, 0, 451, 0, 6605, 0, 1066, 38, 19, 552, 0, 0, 0, 0, 21,27,0,5,0,0,1176230880,161736,104372,0,398880914,104372,Underworld-A,365220,2781
121122.06,0.0,0.0,392,0,0,0,165, 2, 0, 0, 2, 0, 11, 0, 46, 0, 88, 0, 0, 44, 0, 0, 0, 0, 16,6,0,0,0,0,14264902,0,0,0,0,408308,Town,6213368,16
120349.8,0.0,0.0,324,0,0,0,366, 28, 0, 0, 0, 0, 24, 0, 95, 0, 185, 2, 1, 93, 21, 0, 0, 0, 11,6,0,1,0,0,23573518,0,0,0,0,101169,Town,7358228,21
119571.87,129080.0,32880.0,648,0,0,0,321, 2, 0, 0, 0, 0, 56, 0, 78, 0, 171, 2, 1, 86, 10, 0, 0, 0, 2,4,0,0,0,0,30687208,0,0,0,4606579,412385,Town,3584348,27
118947.26,0.0,0.0,580,0,0,0,197, 1, 0, 0, 0, 0, 0, 0, 53, 0, 140, 0, 0, 70, 3, 0, 0, 0, 0,6,0,0,0,0,15694244,0,0,0,1362735,1301891,Underworld-A,7619528,29
117087.73,0.0,0.0,327,0,0,0,104, 2, 0, 0, 0, 0, 10, 0, 28, 0, 60, 0, 0, 30, 2, 0, 0, 0, 2,7,0,0,0,0,16113549,16113549,0,0,2651383,611054,Town,811328,26
115041.34,0.0,0.0,621,0,0,0,8, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 1, 0,2,0,0,0,0,2418483,0,0,0,0,2418483,Spawn,3271388,1
114405.22,0.0,0.0,468,0,0,0,587, 65, 0, 0, 0, 0, 38, 0, 94, 0, 258, 5, 2, 131, 88, 0, 0, 0, 39,5,0,0,0,0,55272189,55272189,0,0,3915540,49311,Town,1739648,44
113727.38,0.0,0.0,0,0,39,0,12, 11, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,6,0,0,0,13613201,0,0,0,0,170055,Spawn,8035088,11
112320.45,0.0,0.0,397,0,0,0,152, 34, 0, 0, 12, 0, 13, 0, 23, 0, 41, 1, 0, 21, 28, 0, 0, 0, 0,0,0,0,0,0,15544661,0,0,0,0,2069,Town,3160928,35
111551.67,0.0,0.0,368,0,0,0,30, 20, 0, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 1, 2, 0, 0, 0, 0,9,0,0,0,0,4230298,0,0,0,0,31710,Spawn,3067748,11
111175.31,0.0,0.0,297,0,0,0,87, 14, 0, 0, 1, 0, 45, 0, 2, 0, 21, 0, 0, 10, 0, 0, 0, 0, 4,6,0,0,0,0,16151003,0,0,0,477619,252195,Town,7347608,30
110775.61,0.0,0.0,0,0,0,0,238, 7, 0, 0, 1, 0, 77, 0, 35, 0, 56, 0, 0, 28, 57, 0, 0, 0, 5,6,0,0,0,0,16106511,0,0,0,1758672,475357,Town,6199268,20
110703.59,0.0,0.0,431,0,0,0,103, 6, 0, 0, 0, 0, 17, 0, 43, 0, 30, 1, 0, 15, 1, 0, 0, 0, 5,4,0,0,0,0,8505655,0,0,0,861429,25963,Town,6269348,12
110000.0,0.0,0.0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,710432,0,0,0,0,452266,Town,4954448,2
109401.0,0.0,0.0,0,0,0,0,46, 10, 0, 0, 0, 0, 11, 0, 1, 0, 19, 0, 0, 9, 4, 0, 0, 0, 1,3,0,0,0,0,4290726,0,0,0,0,914815,Town,5242508,11
108887.97,79459.0,0.0,491,0,0,0,33, 3, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0,2,0,3,0,0,3308202,25767,0,0,0,25767,Spawn,658088,16
108738.3,0.0,0.0,434,60,0,0,80, 11, 0, 0, 0, 0, 0, 0, 2, 0, 67, 0, 0, 33, 0, 0, 0, 0, 0,2,0,0,1,0,9251732,2494544,1767474,0,2621962,605139,Underworld-B,388380,19
108520.83,0.0,0.0,605,0,0,0,28, 8, 0, 0, 0, 0, 1, 0, 14, 0, 1, 0, 0, 0, 3, 0, 0, 0, 1,3,0,0,0,0,5952177,0,0,0,0,187376,Town,2608688,11
108431.62,0.0,0.0,630,0,0,0,76, 4, 0, 1, 0, 0, 10, 0, 15, 0, 26, 0, 0, 13, 16, 0, 0, 0, 4,0,0,0,0,0,6992763,0,0,0,1280426,97140,Town,5990768,25
108345.95,0.0,0.0,26,0,0,0,9734, 611, 142, 142, 28, 0, 637, 1695, 4001, 0, 1873, 106, 900, 989, 408, 6, 0, 3, 82,143,0,5,0,0,1966017435,48810587,0,0,399504709,426765,Underworld-A,2087948,2939
107923.33,0.0,0.0,372,0,0,0,66, 19, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,0,0,0,0,5220910,0,0,0,220403,630112,Spawn,7299368,22
106542.08,96200.0,96200.0,175,0,0,0,2363, 182, 56, 11, 160, 0, 199, 96, 968, 0, 609, 49, 72, 329, 0, 0, 1, 3, 29,11,0,5,0,0,852484260,0,0,0,532493770,33003,Underworld-B,3459608,421
105000.0,0.0,0.0,0,0,0,0,18, 5, 0, 0, 0, 0, 6, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 4,0,0,0,0,0,5751631,5751631,5751631,0,1099708,2291324,Town,355980,4
104682.0,0.0,0.0,0,0,0,0,342, 39, 0, 1, 0, 0, 10, 0, 30, 0, 186, 1, 0, 93, 58, 0, 0, 0, 17,0,0,0,0,0,31055245,0,0,0,560001,303120,Town,5926748,30
102566.49,0.0,0.0,343,0,0,0,135, 18, 0, 0, 0, 0, 11, 0, 15, 0, 81, 0, 0, 40, 8, 0, 0, 0, 2,4,0,0,0,0,38670794,38670794,0,0,18035597,2096891,Town,912368,38
102532.4,0.0,0.0,442,0,0,0,820, 125, 0, 0, 0, 0, 29, 85, 300, 0, 191, 3, 44, 97, 52, 0, 0, 0, 35,6,0,0,0,0,140510101,0,0,0,87950754,2625819,Town,7117328,91
102202.05,0.0,0.0,0,0,0,0,451, 27, 0, 0, 0, 0, 0, 0, 420, 0, 1, 0, 0, 0, 2, 0, 0, 0, 1,0,1,0,0,0,8085517,0,0,0,0,1610194,Town,5541548,6
101326.96,0.0,0.0,0,0,0,0,25, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0,0,0,0,0,0,1208430,1208430,0,0,0,124549,Spawn,2295008,6
91154.81,0.0,0.0,627,0,0,0,280, 75, 0, 0, 18, 0, 2, 0, 32, 0, 146, 0, 0, 73, 2, 0, 0, 1, 4,4,0,4,0,0,9407569,9407569,0,0,0,462694,Underworld-B,744908,23
100790.07,0.0,0.0,388,0,0,0,75, 5, 0, 0, 0, 0, 9, 0, 1, 0, 48, 1, 0, 24, 11, 0, 0, 0, 0,0,0,0,0,0,8434855,8434855,0,0,366805,263368,Town,1922468,4
100306.3,0.0,0.0,179,0,0,0,527, 58, 0, 7, 2, 0, 12, 65, 46, 0, 220, 1, 33, 110, 101, 0, 0, 1, 14,10,0,0,0,7,50175833,46992642,10949566,0,985439,2171283,Spawn,389160,114
100355.12,149804.0,74888.0,152,0,0,0,507, 73, 0, 0, 0, 0, 134, 4, 180, 0, 57, 2, 3, 29, 48, 0, 0, 0, 9,10,0,0,0,0,68383103,18153924,122021,0,5827042,76612,Town,384660,169
99723.59,0.0,0.0,377,0,0,0,126, 8, 0, 0, 0, 0, 0, 0, 1, 0, 107, 0, 0, 53, 10, 0, 0, 0, 0,5,0,0,0,0,6242164,0,0,0,396028,128213,Spawn,4513568,3
96974.32,0.0,0.0,253,0,0,0,514, 5, 0, 0, 0, 0, 29, 342, 57, 0, 79, 0, 171, 39, 1, 0, 0, 0, 1,8,0,0,0,0,164549696,0,0,0,111165200,116868,Underworld-A,3233528,116
86409.98,0.0,0.0,317,0,0,0,61, 8, 0, 0, 2, 0, 7, 0, 42, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0,6,0,0,0,0,14085688,13700421,1084227,1084227,2975428,841867,Town,96120,23
94676.91,0.0,0.0,788,0,0,0,38, 1, 0, 0, 0, 0, 5, 0, 0, 0, 29, 0, 0, 14, 0, 0, 0, 0, 3,6,0,0,0,0,8620386,8620386,0,0,2629237,7226310,Underworld-A,1878788,3
94803.17,0.0,0.0,525,62,0,0,291, 9, 0, 0, 0, 0, 17, 0, 119, 0, 128, 0, 0, 64, 11, 0, 0, 0, 7,5,0,2,0,5,18974524,18974524,18974524,0,703487,171877,Town,372540,39
94217.6,0.0,0.0,507,0,0,0,453, 41, 0, 0, 0, 0, 8, 0, 55, 0, 298, 3, 1, 150, 45, 0, 3, 0, 0,5,0,0,0,0,45582391,45582391,0,0,12753421,125363,Town,1874888,34
93494.03,0.0,0.0,401,0,0,0,654, 56, 0, 0, 0, 0, 29, 230, 171, 0, 135, 1, 115, 68, 18, 0, 0, 0, 14,6,0,0,0,0,257231396,0,0,0,122399042,1986323,Underworld-B,6589448,377
91979.0,0.0,0.0,0,0,0,0,3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0,0,0,0,0,0,1165441,1165441,0,0,0,391367,Spawn,960608,4
93142.21,0.0,0.0,0,0,0,0,31, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0,0,0,3,0,0,2146476,0,0,0,235848,11273,Spawn,6728048,11
93110.0,86000.0,0.0,0,0,0,0,126, 6, 0, 0, 0, 0, 18, 0, 12, 0, 76, 0, 0, 38, 0, 0, 0, 0, 14,0,0,0,0,0,9773981,0,0,0,1304623,6507692,Town,3996188,5
92206.89,0.0,0.0,366,0,0,0,188, 20, 0, 0, 0, 0, 24, 0, 58, 0, 76, 2, 1, 39, 3, 0, 0, 0, 5,5,0,0,0,0,28960570,28960570,28960570,0,5118701,2762410,Town,404700,26
91827.64,152426.0,152426.0,478,0,0,0,26, 16, 0, 2, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 0,3,0,0,0,0,2631761,0,0,0,0,1231887,Spawn,3633308,2
91500.0,0.0,0.0,0,0,0,0,34, 2, 0, 0, 0, 0, 9, 0, 1, 0, 19, 0, 0, 9, 0, 0, 0, 0, 3,3,0,0,0,0,4804862,0,0,0,290462,199789,Town,7172528,5
91323.4,2712092.0,196777.0,83,0,46,0,5286, 55, 114, 141, 0, 0, 355, 346, 2910, 0, 1111, 8, 177, 559, 96, 0, 0, 0, 150,22,0,4,0,0,1180412626,0,0,0,757556563,771939,Underworld-B,3573308,1698
91299.82,0.0,0.0,56,0,0,0,4702, 400, 0, 9, 5, 0, 42, 205, 3343, 0, 279, 18, 111, 148, 400, 0, 0, 1, 0,32,0,5,0,0,570884358,0,0,0,178744702,225567,Underworld-B,4745828,813
90923.57,0.0,0.0,422,0,0,0,110, 5, 0, 0, 0, 0, 8, 0, 52, 0, 34, 0, 0, 17, 5, 0, 0, 0, 6,5,0,0,0,0,10312298,0,0,0,812877,88820,Spawn,7324688,13
90530.86,0.0,0.0,615,0,0,0,108, 5, 0, 0, 6, 0, 14, 0, 23, 0, 39, 0, 0, 19, 14, 0, 0, 0, 7,2,0,0,0,0,43536339,34619520,0,0,34365098,19308783,Town,1998308,9
89589.67,2045888.0,788428.0,181,0,0,0,2506, 62, 0, 8, 31, 0, 143, 384, 388, 0, 970, 98, 241, 534, 418, 0, 0, 0, 4,8,0,4,0,0,333714870,4920274,0,0,171081366,4834624,Underworld-A,2337488,270
88258.77,0.0,0.0,390,0,0,0,170, 10, 0, 0, 0, 0, 55, 0, 83, 0, 1, 0, 0, 0, 9, 0, 0, 0, 12,5,0,0,0,0,33241909,0,0,0,5587042,56394,Town,6482648,42
5971301.39,209295.0,235.0,0,0,0,0,3235, 985, 0, 0, 0, 0, 156, 229, 580, 0, 1195, 85, 157, 640, 5, 0, 0, 0, 0,6,0,4,0,7,201949673,12176634,12019269,12019269,38204413,3609420,Underworld-B,96180,251
87963.4,1439645.775,1237463.775,37,0,29,0,11376, 1355, 436, 8, 8, 0, 311, 892, 5598, 17, 1713, 72, 482, 892, 965, 0, 0, 1, 0,90,0,5,0,0,3947311945,3942746,0,0,2780703941,1665252,Underworld-B,862988,3785
87610.0,86000.0,0.0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2,0,0,0,0,706438,0,0,0,0,44527,Spawn,3803828,2
87282.09,0.0,0.0,380,0,0,0,143, 16, 0, 0, 0, 0, 1, 0, 0, 0, 97, 0, 0, 48, 22, 0, 0, 0, 7,4,0,0,0,0,6106500,0,0,0,0,2012653,Spawn,4513748,4
87254.13,0.0,0.0,186,0,0,0,2412, 39, 0, 0, 1, 0, 245, 35, 1626, 0, 439, 12, 23, 225, 0, 0, 0, 0, 15,9,0,4,0,0,115840334,0,0,0,6760159,7783,Underworld-B,4939868,307
87107.38,409318.0,122720.0,562,0,0,0,8, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,0,0,0,0,11138192,0,0,0,1647642,1521094,Spawn,3698828,18
86649.17,0.0,0.0,663,0,0,0,291, 26, 0, 0, 0, 0, 23, 0, 44, 0, 156, 7, 3, 81, 26, 0, 0, 0, 9,0,0,0,0,0,15532482,0,0,0,12248,101797,Town,6244808,25
85545.42,0.0,0.0,0,0,0,0,94, 16, 0, 0, 0, 0, 16, 0, 0, 0, 44, 0, 0, 22, 12, 0, 0, 0, 6,0,0,0,0,0,36206957,0,0,0,25723572,23776397,Town,8912288,10
83846.11,0.0,0.0,497,0,0,0,699, 47, 0, 0, 0, 0, 16, 91, 138, 0, 299, 65, 78, 182, 40, 0, 0, 0, 3,6,0,0,0,0,26481807,0,0,0,0,333432,Town,8213048,36
83176.04,2000.0,0.0,353,0,20,0,203, 24, 0, 0, 0, 0, 4, 0, 0, 0, 118, 3, 1, 60, 54, 0, 0, 0, 0,4,0,4,0,0,107924766,475623,352365,0,37463561,102129,Spawn,394440,76
82812.72,0.0,0.0,655,0,0,0,102, 10, 0, 0, 0, 0, 17, 0, 15, 0, 56, 1, 0, 28, 3, 0, 0, 0, 0,2,0,0,0,0,5347935,0,0,0,989842,20637,Town,6766628,10
81679.42,0.0,0.0,0,0,0,0,163, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 0, 0, 0, 5,2,0,0,0,0,2537085,0,0,0,256000,529510,Town,4770188,16
80000.0,0.0,0.0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,0,0,0,0,2192717,2192717,0,0,182956,608423,Spawn,2518388,3
79695.49,0.0,0.0,196,0,0,0,2409, 19, 0, 0, 3, 0, 72, 0, 1219, 0, 1090, 6, 3, 548, 0, 0, 0, 0, 0,4,0,5,0,0,112897426,0,0,0,12261575,62602,Underworld-B,8587568,154
79417.11,0.0,0.0,416,0,0,0,11, 7, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0,3,0,0,0,0,3157283,3157283,0,0,0,743978,Spawn,1880648,18
76952.77,0.0,0.0,340,0,0,0,90, 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,7,0,0,0,0,5784938,5784938,0,0,282653,507149,Spawn,719468,14
78374.55,0.0,0.0,255,0,0,0,217, 26, 0, 0, 7, 0, 1, 0, 1, 0, 163, 14, 7, 88, 0, 0, 0, 0, 5,8,0,0,0,0,10967302,0,0,0,605410,115583,Spawn,7449608,26
78182.12,0.0,0.0,433,0,0,0,488, 86, 0, 18, 18, 0, 38, 10, 97, 0, 187, 7, 8, 97, 13, 0, 0, 1, 13,6,0,0,0,0,105273337,0,0,0,41989095,378187,Town,7660928,95
77500.0,0.0,0.0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,739962,0,0,0,213063,124708,Spawn,5599808,2
77463.88,0.0,0.0,0,0,0,0,33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 16, 0, 0, 0, 0, 0,7,0,0,0,0,1276152651,0,0,0,1246450206,39393,Underworld-B,5197748,105
76193.4,0.0,0.0,0,0,0,0,14, 2, 0, 0, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 2, 0, 0, 0, 3,0,0,2,0,0,6820124,0,0,0,1411151,713535,Town,4634528,8
76000.0,0.0,0.0,0,0,0,0,7, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2,0,0,0,0,0,2801343,0,0,0,384676,34051,Spawn,6139088,4
75836.79,0.0,0.0,483,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,0,0,0,0,882573,0,0,0,0,726411,Spawn,8657708,4
74666.01,0.0,0.0,357,0,0,0,48, 0, 0, 0, 0, 0, 0, 0, 45, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0,5,0,0,0,0,2455141,0,0,0,0,582339,Spawn,2695148,4
74626.76,0.0,0.0,514,0,0,0,7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,2462650,0,0,0,311716,20057,Spawn,4088108,26
74216.17,0.0,0.0,173,0,0,0,2416, 114, 418, 59, 6, 0, 154, 164, 533, 0, 647, 16, 90, 331, 293, 0, 0, 2, 10,10,0,4,0,0,178566101,0,0,0,53264067,150133,Spawn,5445608,393
74470.82,0.0,0.0,542,0,0,0,171, 7, 0, 0, 0, 0, 5, 0, 56, 0, 94, 1, 0, 47, 3, 0, 0, 0, 5,4,0,0,0,0,34242989,0,0,0,17782157,1687018,Town,7086788,25
74227.84,0.0,0.0,589,0,0,0,111, 0, 0, 0, 0, 0, 41, 0, 60, 0, 0, 0, 0, 0, 2, 0, 0, 0, 8,3,0,0,0,0,12583472,12583472,0,0,266456,66892,Town,1573808,21
73126.82,0.0,0.0,418,0,0,0,576, 44, 0, 0, 0, 0, 120, 0, 304, 0, 86, 0, 0, 43, 8, 0, 0, 1, 13,3,0,4,0,0,66884405,0,0,0,12596397,55912,Town,4918688,85
72880.37,36416.0,0.0,0,0,66,0,8, 5, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,6,0,0,0,3937981,0,0,0,0,1517193,Spawn,3996908,8
72132.8,0.0,0.0,0,0,0,0,121, 2, 0, 0, 0, 0, 4, 0, 8, 0, 98, 1, 0, 49, 6, 0, 0, 0, 2,3,0,0,0,0,14208154,11086977,0,0,8148237,321030,Town,1157888,13
71449.53,0.0,0.0,540,0,0,0,320, 4, 0, 0, 8, 0, 12, 0, 137, 0, 143, 4, 2, 73, 1, 0, 0, 0, 11,5,0,2,0,0,44024251,0,0,0,24075352,42166,Town,6485228,37
70937.48,4385.0,0.0,450,0,0,0,759, 91, 0, 0, 10, 0, 67, 0, 127, 0, 351, 23, 11, 187, 30, 0, 0, 0, 60,5,0,0,0,0,51440997,0,0,0,3717166,159587,Town,3901868,44
74296.51,3558.0,3300.0,0,0,0,0,1510, 157, 58, 0, 21, 0, 22, 1, 307, 0, 834, 80, 40, 457, 15, 11, 0, 0, 4,0,0,5,0,0,466465973,48655850,12365110,2526262,117505971,1908140,Spawn,94380,622
70501.0,0.0,0.0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,5,0,0,5565939,0,0,0,2713055,13907,Spawn,8331368,15
70500.0,0.0,0.0,0,0,0,0,112, 1, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 17,3,0,0,0,0,5313991,0,0,0,306632,104772,Town,5321168,9
70049.83,0.0,0.0,616,0,0,0,106, 0, 0, 0, 0, 0, 2, 0, 100, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0,0,0,0,0,0,3133294,0,0,0,0,171317,Spawn,7428788,5
70000.0,0.0,0.0,0,0,0,0,6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 0, 0, 0, 0, 0,2,0,0,0,0,1237775,0,0,0,0,28862,Spawn,7280468,7
70000.0,0.0,0.0,0,0,0,0,14, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 7,0,0,0,0,0,1640543,0,0,0,290958,662081,Spawn,4652888,3
69885.63,0.0,0.0,361,0,0,0,313, 37, 0, 0, 0, 0, 0, 0, 207, 0, 51, 0, 0, 25, 18, 0, 0, 0, 0,5,0,0,0,0,76041649,0,0,0,18378558,12063,Town,5919188,155
69920.39,0.0,0.0,493,0,0,0,275, 12, 0, 0, 0, 0, 1, 0, 0, 0, 225, 21, 10, 123, 13, 0, 0, 1, 2,5,0,0,0,0,20711513,20711513,0,0,768409,198907,Spawn,980468,25
69321.02,0.0,0.0,382,0,0,0,8, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,6,0,0,0,0,2552884,0,0,0,242248,2039684,Spawn,6703028,3
69295.02,0.0,0.0,490,0,0,0,21, 0, 0, 0, 0, 0, 0, 0, 5, 0, 16, 0, 0, 8, 0, 0, 0, 0, 0,2,0,0,0,0,4267477,0,0,0,1897322,636819,Underworld-A,6747008,11
69180.47,0.0,0.0,0,0,0,0,154, 42, 0, 0, 10, 0, 8, 0, 6, 0, 73, 1, 0, 37, 11, 0, 0, 0, 3,0,0,0,0,0,11046723,0,0,0,736483,336572,Town,6845408,20
69165.74,0.0,0.0,635,0,0,0,813, 35, 0, 0, 1, 0, 44, 0, 84, 0, 596, 34, 17, 315, 10, 0, 0, 1, 8,5,0,0,0,0,45869104,0,0,0,8818099,566879,Town,7163348,86
68838.9,0.0,0.0,441,0,0,0,122, 26, 0, 0, 4, 0, 2, 0, 58, 0, 26, 0, 0, 13, 4, 0, 0, 0, 2,3,0,0,0,0,16366159,13888405,64169,0,1514385,64169,Town,509588,43
