 mcmmo_power_level, mcmmo_skill_ACROBATICS, mcmmo_skill_ALCHEMY, mcmmo_skill_ARCHERY, mcmmo_skill_AXES, mcmmo_skill_CROSSBOWS, mcmmo_skill_EXCAVATION, mcmmo_skill_FISHING, mcmmo_skill_HERBALISM, mcmmo_skill_MACES, mcmmo_skill_MINING, mcmmo_skill_REPAIR, mcmmo_skill_SALVAGE, mcmmo_skill_SMELTING, mcmmo_skill_SWORDS, mcmmo_skill_TAMING, mcmmo_skill_TRIDENTS, mcmmo_skill_UNARMED, mcmmo_skill_WOODCUTTING
61,8.0,0.0,0.0,2.0,0.0,7.0,1.0,0.0,0.0,42.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0
21,4.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
18,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
65,32.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,12.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,5.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,13.0,0.0,0.0,0.0,0.0,25.0,0.0,48.0,0.0,215.0,2.0,1.0,108.0,27.0,0.0,0.0,0.0,13.0
4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,64.0,0.0,32.0,0.0,0.0,41.0,0.0,219.0,0.0,47.0,0.0,0.0,23.0,28.0,0.0,0.0,0.0,21.0
217,11.0,0.0,0.0,4.0,0.0,38.0,0.0,60.0,0.0,63.0,1.0,0.0,32.0,20.0,0.0,0.0,0.0,20.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0
5,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,8.0,0.0,0.0,10.0,0.0,1.0,0.0,13.0,0.0,61.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,13.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,19.0,0.0,3.0,0.0,0.0,9.0,0.0,3.0,0.0,30.0,0.0,0.0,15.0,4.0,0.0,0.0,0.0,1.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
25,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,17.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0
653,175.0,0.0,0.0,16.0,0.0,25.0,0.0,244.0,0.0,125.0,2.0,1.0,63.0,46.0,0.0,0.0,0.0,20.0
20,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,59.0,1.0,0.0,30.0,2.0,0.0,0.0,0.0,2.0
7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
707,20.0,0.0,0.0,4.0,0.0,148.0,0.0,156.0,0.0,366.0,2.0,1.0,184.0,2.0,0.0,0.0,0.0,9.0
35,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,27.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,2.0
4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
112,2.0,0.0,0.0,0.0,0.0,11.0,0.0,17.0,0.0,69.0,1.0,0.0,35.0,10.0,0.0,0.0,0.0,2.0
57,11.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2845,798.0,0.0,12.0,33.0,0.0,176.0,233.0,1.0,0.0,1114.0,82.0,157.0,598.0,392.0,0.0,0.0,4.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,36.0,0.0,0.0,15.0,0.0,9.0,0.0,21.0,0.0,66.0,1.0,0.0,33.0,22.0,0.0,0.0,0.0,5.0
107,2.0,0.0,0.0,0.0,0.0,5.0,0.0,14.0,0.0,83.0,1.0,0.0,42.0,0.0,0.0,0.0,0.0,2.0
4816,338.0,0.0,30.0,0.0,0.0,180.0,459.0,2260.0,0.0,1266.0,105.0,282.0,685.0,177.0,0.0,0.0,1.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,29.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,1.0,0.0,0.0,19.0,0.0,7.0,0.0,2.0,0.0,98.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,3.0,0.0,0.0,1.0,0.0,6.0,0.0,17.0,0.0,52.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0
49,1.0,0.0,0.0,6.0,0.0,20.0,0.0,1.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0
125,8.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,84.0,1.0,0.0,42.0,10.0,0.0,0.0,0.0,2.0
40,0.0,0.0,0.0,9.0,0.0,3.0,0.0,3.0,0.0,16.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,6.0
2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25,7.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,12.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0
23,2.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0
44,2.0,0.0,0.0,1.0,0.0,5.0,0.0,19.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
142,16.0,0.0,0.0,0.0,0.0,38.0,0.0,26.0,0.0,35.0,1.0,0.0,18.0,15.0,0.0,0.0,0.0,11.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0
90,12.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,51.0,0.0,0.0,25.0,7.0,0.0,0.0,0.0,10.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,3.0,0.0,0.0,4.0,0.0,12.0,0.0,10.0,0.0,36.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,10.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,32.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0
3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,11.0,0.0,0.0,1.0,0.0,6.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
63,0.0,0.0,0.0,0.0,0.0,4.0,0.0,47.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
134,1.0,0.0,0.0,0.0,0.0,3.0,0.0,107.0,0.0,16.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,6.0
33,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,19.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
126,18.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,65.0,1.0,0.0,33.0,11.0,0.0,0.0,0.0,4.0
51,4.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,30.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,27.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,11.0
109,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,50.0,4.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,26.0,0.0,0.0,0.0,0.0,8.0,0.0,108.0,0.0,106.0,1.0,0.0,53.0,30.0,0.0,0.0,0.0,7.0
39,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,12.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,20.0
26,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,2.0
11,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
55,23.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
53,3.0,0.0,0.0,1.0,0.0,8.0,0.0,33.0,0.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0
210,11.0,0.0,0.0,0.0,0.0,29.0,0.0,34.0,0.0,108.0,1.0,0.0,54.0,15.0,0.0,0.0,0.0,12.0
69,8.0,0.0,0.0,0.0,0.0,8.0,11.0,8.0,0.0,13.0,0.0,5.0,6.0,2.0,0.0,0.0,0.0,19.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,58.0,0.0,0.0,0.0,0.0,31.0,0.0,40.0,0.0,137.0,0.0,0.0,68.0,2.0,0.0,0.0,0.0,1.0
141,21.0,5.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,59.0,0.0,0.0,29.0,12.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,16.0,0.0,0.0,0.0,0.0,2.0,0.0,59.0,0.0,5.0,0.0,0.0,2.0,40.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
71,1.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,57.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,4.0
28,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,14.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,5.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,3.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,70.0,0.0,0.0,35.0,1.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,4.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,11.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,4.0
21,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,160.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0
39,20.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
161,6.0,0.0,0.0,0.0,0.0,9.0,0.0,54.0,0.0,88.0,0.0,0.0,44.0,0.0,0.0,0.0,1.0,3.0
518,89.0,0.0,23.0,19.0,0.0,13.0,5.0,112.0,0.0,183.0,3.0,4.0,93.0,59.0,0.0,0.0,0.0,12.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
83,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,1.0,0.0,32.0,2.0,0.0,0.0,0.0,13.0
58,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,53.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,2.0
507,7.0,0.0,0.0,0.0,0.0,51.0,0.0,165.0,0.0,237.0,1.0,0.0,119.0,6.0,0.0,0.0,0.0,40.0
235,38.0,0.0,0.0,0.0,0.0,15.0,0.0,73.0,0.0,87.0,0.0,0.0,43.0,4.0,0.0,0.0,0.0,18.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,2.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,7.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,19.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,5.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,2.0,0.0,0.0,0.0,0.0,7.0,0.0,15.0,0.0,36.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,5.0
472,43.0,3.0,59.0,0.0,0.0,36.0,0.0,18.0,0.0,269.0,4.0,2.0,136.0,20.0,0.0,0.0,0.0,20.0
10,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
116,27.0,0.0,0.0,5.0,0.0,6.0,31.0,32.0,0.0,13.0,0.0,15.0,6.0,2.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,7.0,0.0,48.0,0.0,9.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0
20,4.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0
35,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0
237,24.0,0.0,0.0,1.0,0.0,29.0,0.0,98.0,0.0,50.0,0.0,0.0,25.0,6.0,0.0,0.0,0.0,29.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,6.0,0.0,0.0,0.0,0.0,4.0,14.0,2.0,0.0,49.0,1.0,7.0,25.0,14.0,0.0,0.0,0.0,6.0
127,1.0,0.0,0.0,0.0,0.0,10.0,0.0,58.0,0.0,54.0,1.0,0.0,27.0,2.0,0.0,0.0,0.0,1.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0
4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
155,19.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,122.0,1.0,0.0,61.0,6.0,0.0,0.0,0.0,3.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,1.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,20.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,7.0
30,7.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,2.0
87,9.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,67.0,1.0,0.0,34.0,4.0,0.0,0.0,0.0,1.0
6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
95,14.0,0.0,0.0,2.0,0.0,9.0,2.0,2.0,0.0,51.0,1.0,1.0,26.0,3.0,0.0,0.0,0.0,11.0
38,12.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,14.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,1.0
36,6.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,18.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,5.0,0.0,0.0,0.0,0.0,5.0,0.0,70.0,0.0,40.0,0.0,0.0,20.0,6.0,0.0,0.0,0.0,0.0
20,1.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,18.0,0.0,0.0,2.0,0.0,12.0,0.0,2.0,0.0,27.0,1.0,0.0,14.0,15.0,0.0,0.0,0.0,7.0
92,6.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,58.0,0.0,0.0,29.0,4.0,0.0,0.0,0.0,10.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,86.0,0.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0
3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,13.0,0.0,0.0,1.0,0.0,10.0,0.0,3.0,0.0,96.0,1.0,0.0,48.0,23.0,0.0,0.0,0.0,0.0
36,29.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,5.0,0.0,0.0,0.0,0.0,10.0,20.0,3.0,0.0,56.0,3.0,11.0,29.0,4.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
