 mcmmo_power_level, mcmmo_skill_ACROBATICS, mcmmo_skill_ALCHEMY, mcmmo_skill_ARCHERY, mcmmo_skill_AXES, mcmmo_skill_CROSSBOWS, mcmmo_skill_EXCAVATION, mcmmo_skill_FISHING, mcmmo_skill_HERBALISM, mcmmo_skill_MACES, mcmmo_skill_MINING, mcmmo_skill_REPAIR, mcmmo_skill_SALVAGE, mcmmo_skill_SMELTING, mcmmo_skill_SWORDS, mcmmo_skill_TAMING, mcmmo_skill_TRIDENTS, mcmmo_skill_UNARMED, mcmmo_skill_WOODCUTTING, lw_rev_total, lw_rev_phase, chemrank, policerank, donorrank, goldrank, current_month_votes, plan_player_time_total_raw, plan_player_time_month_raw, plan_player_time_week_raw, plan_player_time_day_raw, plan_player_time_afk_raw, plan_player_latest_session_length_raw, plan_player_favorite_server, plan_player_lastseen, plan_player_sessions_count, leaderboard_position_chems_all, leaderboard_position_chems_week, leaderboard_position_police_all, leaderboard_position_police_week, balance
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2149644,0,0,0,258789,714114,Spawn,Jul 26 2025 23:51,4,0,0,0,0,1940 
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0,0,2,0,0,0,0,1489595,0,0,0,0,442671,Spawn,May 25 2025 19:23,2,0,0,0,0,3000 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,191346,191346,0,0,0,191346,Spawn,Aug 11 2025 16:02,1,0,0,0,0,0 
96,0.0,0.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,73.0,0.0,0.0,36.0,3.0,0.0,0.0,0.0,1.0,0,0,2,0,0,0,0,7997736,0,0,0,235716,105802,Town,Jul 19 2025 00:18,15,0,0,0,0,5000 
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,590121,0,0,0,0,332993,Town,Jun 16 2025 17:30,3,0,0,0,0,0 
3779,81.0,0.0,0.0,1.0,0.0,132.0,0.0,2366.0,0.0,1169.0,1.0,0.0,585.0,0.0,0.0,0.0,0.0,29.0,90932,9900,11,0,5,0,0,847545709,0,0,0,572311958,29930,Underworld-B,Jul 25 2025 09:45,630,124,0,0,0,822805.29 
30,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,800105,0,0,0,0,47760,Town,Jul 26 2025 00:56,6,0,0,0,0,1000 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,626319,0,0,0,0,626319,Spawn,Jun 2 2025 11:30,1,0,0,0,0,0 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,58337,58337,0,0,0,58337,Spawn,Aug 17 2025 12:00,1,0,0,0,0,0 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109500,0,0,0,0,0,0,1910222,0,0,0,0,185298,Spawn,Jul 19 2025 00:11,4,0,0,0,0,469782 
54,0.0,0.0,0.0,0.0,0.0,27.0,0.0,1.0,0.0,26.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,66877407,0,0,0,51612971,670368,Underworld-A,Jul 20 2025 02:47,43,409,0,0,0,124421.16 
5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,1742561,0,0,0,0,465425,Spawn,Jun 6 2025 20:17,4,0,0,0,0,10500 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,367829,0,0,0,0,367829,Spawn,Jul 5 2025 10:47,1,0,0,0,0,10000 
174,40.0,0.0,0.0,0.0,3.0,2.0,0.0,19.0,0.0,75.0,1.0,0.0,38.0,15.0,0.0,0.0,0.0,19.0,0,0,0,0,0,0,0,17961114,0,0,0,0,283237,Town,Jun 14 2025 21:21,13,660,0,0,0,45848.84 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,731602,0,0,0,0,283010,Spawn,Jul 22 2025 09:20,2,0,0,0,0,0 
3170,366.0,0.0,0.0,12.0,0.0,320.0,81.0,773.0,0.0,1058.0,41.0,61.0,549.0,469.0,0.0,0.0,0.0,50.0,0,0,12,0,3,0,0,1750569416,0,0,0,1280625290,166941,Underworld-B,Jul 1 2025 21:17,1348,85,0,0,0,5500290 
2300,137.0,38.0,9.0,137.0,0.0,127.0,138.0,752.0,0.0,655.0,117.0,127.0,386.0,162.0,0.0,0.0,2.0,26.0,1429294,136910,14,0,3,0,114,712265854,489115860,115002808,16356307,392115563,11554620,Underworld-A,Today 00:04,979,95,16,0,0,233807.71 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,194180,194180,0,0,0,194180,Spawn,Aug 16 2025 09:29,1,0,0,0,0,0 
98,4.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,70.0,1.0,0.0,35.0,13.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,3477997,3477997,0,0,189001,2648233,Town,Jul 31 2025 00:27,2,0,0,0,0,10000 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232,232,0,0,0,0,0,276422,0,0,0,0,276422,Spawn,Jul 24 2025 15:13,1,685,0,0,0,1193.56 
35,5.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,21.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,90972,90972,0,0,4,0,0,2945135,176025,0,0,461204,176025,Town,Jul 27 2025 12:24,12,0,0,0,0,41579.2 
1516,138.0,0.0,0.0,0.0,0.0,210.0,162.0,370.0,0.0,619.0,0.0,81.0,309.0,17.0,0.0,0.0,0.0,0.0,248908,248908,5,0,4,0,0,179392498,0,0,0,45077986,3701750,Underworld-B,Jul 26 2025 21:01,161,285,0,0,0,720.15 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,394142,394142,394142,0,0,394142,Spawn,Sunday 07:35,1,801,0,0,0,10048.42 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,232387,0,0,0,0,232387,Spawn,Jun 19 2025 06:04,1,0,0,0,0,0 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,613660,0,0,0,436782,493640,Spawn,May 28 2025 21:31,3,0,0,0,0,0 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,62852,0,0,0,0,11724,Spawn,Jul 26 2025 07:40,2,0,0,0,0,0 
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,467818,467818,0,0,0,74446,Spawn,Aug 17 2025 09:13,2,711,0,0,0,308.74 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,693312,0,0,0,0,595877,Spawn,May 24 2025 10:02,2,0,0,0,0,1 Dollar
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5136,5136,5136,0,0,5136,Spawn,Aug 20 2025 19:21,1,0,0,0,0,0 
35,12.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,6.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,3.0,0,0,2,0,0,0,0,2424562,0,0,0,0,1402495,Town,May 27 2025 16:32,4,0,0,0,0,0 
186,10.0,0.0,0.0,0.0,0.0,29.0,0.0,46.0,0.0,88.0,0.0,0.0,44.0,6.0,0.0,0.0,0.0,7.0,7627,0,4,0,0,0,0,24860193,436176,0,0,3993308,221321,Town,Aug 6 2025 12:57,18,500,0,0,0,60613.83 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,184971,0,0,0,0,184971,Spawn,Jul 11 2025 12:47,1,0,0,0,0,0 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,715856,0,0,0,0,715856,Spawn,May 25 2025 05:16,1,0,0,0,0,0 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,678922,678922,678922,0,0,106417,Spawn,Friday 00:27,3,0,0,0,0,0 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,350482,0,0,0,0,109688,Spawn,May 26 2025 04:29,2,0,0,0,0,0 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,992,0,0,0,0,436,Spawn,Jun 30 2025 18:32,2,0,0,0,0,0 
2845,798.0,0.0,12.0,33.0,0.0,176.0,233.0,1.0,0.0,1114.0,82.0,157.0,598.0,392.0,0.0,0.0,4.0,0.0,2614739.75,0,143,0,3,0,0,2177319337,0,0,0,981130886,84729,Spawn,Jul 19 2025 14:17,1100,11,0,14,0,25769.6 
44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1067191,0,0,0,0,127230,Spawn,Jun 29 2025 13:23,5,633,0,0,0,5603.85 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,431191,0,0,0,272520,431191,Spawn,Jun 12 2025 03:10,1,0,0,0,0,10000 
377,41.0,0.0,0.0,3.0,0.0,9.0,0.0,191.0,0.0,105.0,0.0,0.0,52.0,26.0,0.0,0.0,1.0,1.0,0,0,7,0,0,0,0,63767622,57156,57156,0,12276502,57156,Town,Saturday 22:23,108,286,0,0,0,244381.86 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,125544,0,0,0,0,86120,Town,Jun 22 2025 03:27,2,0,0,0,0,0 
5028,312.0,236.0,0.0,2.0,0.0,762.0,148.0,2401.0,0.0,673.0,177.0,162.0,425.0,171.0,0.0,0.0,0.0,146.0,3900169.25,752750,28,0,5,0,120,2520754970,647363353,85417289,8192140,1909662439,2784151,Underworld-A,Yesterday 15:41,2671,49,46,0,0,12684890.05 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,77199,0,0,0,0,77199,Spawn,Jun 17 2025 17:52,1,0,0,0,0,0 
1592,55.0,81.0,0.0,12.0,0.0,122.0,30.0,712.0,0.0,477.0,62.0,46.0,269.0,41.0,0.0,0.0,0.0,0.0,2472869,802084,10,0,0,0,7,365792379,6235314,0,0,155256114,373432,Underworld-B,Aug 2 2025 13:36,506,122,0,0,0,79542.01 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,33048,33048,33048,0,0,33048,Spawn,Saturday 19:58,1,0,0,0,0,0 
46,10.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,19.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,1.0,0,0,3,0,0,0,0,4290726,0,0,0,0,914815,Town,Jul 6 2025 08:42,11,0,0,0,0,109401 
120,12.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0,0,0,8,2,0,0,113757019,113757019,806243,0,98886017,806243,Spawn,Friday 11:32,25,295,0,0,0,431514.35 
373,6.0,7.0,0.0,0.0,0.0,10.0,0.0,130.0,0.0,213.0,1.0,0.0,107.0,6.0,0.0,0.0,0.0,0.0,0,0,5,0,0,0,0,41948890,0,0,0,14359443,61960,Underworld-A,May 26 2025 09:43,33,0,0,0,0,524.94 
7755,836.0,10.0,40.0,79.0,0.0,354.0,670.0,4034.0,0.0,1162.0,72.0,371.0,617.0,274.0,0.0,0.0,2.0,222.0,3106204.1,1192307.1,115,0,4,1,142,6251754076,1882858456,444455461,87616502,4851811231,6285780,Underworld-B,Today 02:01,3063,32,0,0,0,903.12 
191,3.0,0.0,0.0,0.0,0.0,4.0,0.0,86.0,0.0,96.0,2.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,30253700,244791,0,0,9373227,183163,Underworld-A,Aug 17 2025 02:16,37,401,0,0,0,48312.16 
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2008374,0,0,0,0,918922,Underworld-B,Jul 15 2025 23:28,6,0,0,0,0,500 
885,154.0,138.0,0.0,0.0,0.0,65.0,41.0,32.0,0.0,322.0,3.0,22.0,162.0,100.0,0.0,0.0,0.0,30.0,0,0,4,0,3,0,0,119904474,0,0,0,32263736,416300,Town,Jun 7 2025 10:32,123,0,0,0,0,249994.93 
5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,1148308,1148308,1148308,0,0,848985,Town,Saturday 18:38,2,0,0,0,0,500 
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,578666,0,0,0,0,58544,Underworld-A,Jun 5 2025 13:56,3,0,0,0,0,0 
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,692457,0,0,0,0,60287,Town,Jul 10 2025 23:15,6,0,0,0,0,46500 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,425331,425331,0,0,0,425331,Spawn,Aug 11 2025 00:29,1,0,0,0,0,7500 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,20673,0,0,0,0,20673,Spawn,May 26 2025 19:54,1,0,0,0,0,0 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,847469,0,0,0,0,433340,Town,Jul 11 2025 14:36,2,761,0,0,0,10094.91 
37,3.0,0.0,0.0,0.0,0.0,4.0,4.0,9.0,0.0,13.0,0.0,2.0,6.0,3.0,0.0,0.0,0.0,1.0,0,0,2,0,0,0,0,10255403,0,0,0,1687105,101418,Town,Jun 27 2025 21:01,16,674,0,0,0,9251.05 
114,18.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,48.0,0.0,0.0,24.0,20.0,0.0,0.0,0.0,18.0,0,0,4,0,4,0,0,17301332,0,0,0,8254214,915348,Town,Jun 19 2025 04:42,14,480,0,0,0,213158.06 
381,5.0,0.0,0.0,0.0,0.0,33.0,0.0,21.0,0.0,322.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,0,0,0,77667965,0,0,0,40877837,15879,Underworld-B,Jul 13 2025 16:54,75,205,0,0,0,1224.96 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,227575,0,0,0,0,227575,Spawn,Jul 5 2025 04:53,1,0,0,0,0,0 
754,36.0,0.0,0.0,3.0,0.0,104.0,0.0,175.0,0.0,350.0,4.0,2.0,177.0,41.0,0.0,0.0,0.0,41.0,0,0,8,0,0,0,21,195593782,195593782,195593782,48761374,121684355,2062213,Town,Yesterday 16:35,185,224,34,0,0,535058.41 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,136290,136290,0,0,0,27457,Spawn,Aug 10 2025 18:07,3,0,0,0,0,0 
30,2.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,13.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5114164,0,0,0,370752,1929988,Town,Jun 1 2025 00:57,8,0,0,0,0,15000 
342,39.0,0.0,1.0,0.0,0.0,10.0,0.0,30.0,0.0,186.0,1.0,0.0,93.0,58.0,0.0,0.0,0.0,17.0,0,0,0,0,0,0,0,31055245,0,0,0,560001,303120,Town,Jun 28 2025 10:38,30,0,0,0,0,104682 
2195,25.0,0.0,0.0,0.0,0.0,0.0,1165.0,419.0,0.0,81.0,357.0,761.0,219.0,148.0,0.0,0.0,0.0,0.0,1407067,188920,26,0,5,0,6,323409644,9729146,4210773,0,54003216,132522,Spawn,Saturday 10:58,1171,125,0,0,0,2164908.06 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,312089,0,0,0,0,72990,Spawn,Jun 26 2025 09:33,2,0,0,0,0,0 
5553,643.0,13.0,181.0,6.0,0.0,902.0,585.0,88.0,0.0,1112.0,215.0,400.0,663.0,1538.0,0.0,0.0,100.0,170.0,985612,386523,0,0,5,1,59,381195410,342572794,96716339,28351746,98474009,11744,Town,Today 02:03,351,564,0,40,0,11001867.91 
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,563540,0,0,0,0,269131,Spawn,Jul 6 2025 19:13,3,0,0,0,0,10000 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,50848,50848,0,0,0,50848,Spawn,Aug 2 2025 19:55,1,0,0,0,0,10000 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,136887,0,0,0,0,77356,Spawn,Jun 29 2025 10:07,2,788,0,0,0,139.97 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,476544,476544,0,0,0,476544,Spawn,Aug 11 2025 05:39,1,0,0,0,0,0 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,576579,0,0,0,0,1987,Spawn,Jun 28 2025 02:00,6,0,0,0,0,0 
56,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,42.0,0.0,0.0,21.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2302210,0,0,0,0,1959062,Town,May 24 2025 15:04,4,0,0,0,0,9000 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,36894,0,0,0,0,4479,Spawn,Jul 3 2025 11:23,3,0,0,0,0,0 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,239092,190838,0,0,0,190838,Spawn,Jul 29 2025 05:23,3,0,0,0,0,0 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,118213,0,0,0,0,118213,Spawn,Jun 13 2025 12:26,1,0,0,0,0,0 
26,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,18.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,3,0,0,11318955,0,0,0,268845,4890018,Spawn,Jun 12 2025 01:20,11,0,0,65,0,35737.5 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,84995,0,0,0,0,59861,Town,May 28 2025 13:45,2,0,0,0,0,0 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,77728,0,0,0,0,77728,Spawn,Jul 12 2025 09:15,1,0,0,0,0,0 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,206731,206731,0,0,0,206731,Spawn,Jul 31 2025 10:06,1,0,0,0,0,10000 
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4,0,0,1194866,0,0,0,187250,700928,Town,May 30 2025 16:04,3,0,0,0,0,0 
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,93200,93200,2,0,0,0,0,1711278,0,0,0,0,407812,Spawn,Jul 25 2025 15:27,2,0,0,0,0,40378 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,7531,0,0,0,0,990,Spawn,Jun 19 2025 15:48,7,0,0,0,0,0 
2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,1763139,0,0,0,0,705387,Underworld-B,Jun 14 2025 20:23,7,0,0,0,0,56 
168,2.0,0.0,0.0,0.0,0.0,10.0,0.0,64.0,0.0,92.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,23546651,0,0,0,0,105122,Underworld-A,Jun 20 2025 14:46,20,510,0,0,0,1928 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,237779,0,0,0,0,237779,Spawn,Jul 16 2025 22:47,1,0,0,0,0,0 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,47383,0,0,0,0,47383,Spawn,Jun 1 2025 11:46,1,0,0,0,0,0 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,126694,0,0,0,0,126694,Spawn,Jun 23 2025 20:45,1,0,0,0,0,10000 
217,29.0,0.0,0.0,0.0,0.0,25.0,0.0,3.0,0.0,111.0,1.0,0.0,56.0,21.0,0.0,0.0,0.0,27.0,0,0,0,0,0,0,0,12772871,12772871,0,0,0,1544030,Town,Aug 2 2025 20:14,6,0,0,0,0,14000 
98,3.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,70.0,0.0,0.0,35.0,1.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0,10684066,0,0,0,3472027,870891,Town,Jul 8 2025 22:58,8,0,0,0,0,19403.94 
20,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,3874749,0,0,0,815430,1499680,Town,Jun 22 2025 23:59,7,0,0,0,0,5000 
3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1106907,0,0,0,0,44287,Town,Jul 1 2025 10:31,3,0,0,0,0,0 
456,81.0,0.0,0.0,0.0,0.0,100.0,0.0,188.0,0.0,72.0,1.0,0.0,36.0,8.0,0.0,0.0,0.0,6.0,19882,19882,8,0,0,0,0,126394535,78398876,2470811,0,6914519,1631676,Town,Saturday 17:26,105,225,0,0,0,460419.87 
45,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,0,0,0,0,0,0,0,1500060,0,0,0,0,873378,Town,May 26 2025 03:59,7,0,0,0,0,500 
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,408065,0,0,0,0,363476,Spawn,Jun 4 2025 15:24,3,0,0,0,0,0 
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,174684,0,0,0,0,174684,Spawn,Jun 29 2025 02:07,1,0,0,0,0,0 
